sentiment,review
positive,Às portas da cidade
positive,Quem entra em Beja pelo cemitério depara-se com esta bela ermida. Fácil visitar por fora mas não tendo a visita do seu interior.
positive,A primeira mesquita
positive,Nós passamos por este prédio no ônibus enquanto íamos para o castelo. Aparentemente foi a primeira mesquita da região e um dos primeiros lugares de culto.
