sentiment,review
positive,Muito em pouco
positive,"O altar de talha dourada é magnífico. Encostada ao Arco dos Prazeres e ao antigo Paço Episcopal encontra-se bem cuidada e merece, sem dúvida, a visita. Tente visitar com guia pois a história é bem rica"
positive,Linda ermida muito bem preservada
positive,"Um pequeno local e com tanta beleza. Bem preservado, levando em conta a sua antiguidade. A não perder numa visita a Beja."
positive,Esta pequena ermida tem um segredo!
positive,Magnífico conjunto de talha dourada que esconde um pequeno segredo. Excelente explicação por quem está encarregue deste tesouro!
