Expressão, Frequência
'Decoracao tipica', 0.02235215878495046
'Decoracao', 0.12229125971027831
'gosto', 0.12229125971027831
'Ve-se que pertence', 0.16333823125531258
'tipica', 0.17878189525615976
'pertence ou pertenceu', 0.22756345427865793
'Comida saborosa', 0.2767170467037833
'saborosa bem confecionada', 0.2767170467037833
'Ve-se', 0.3261013256329346
'arbitro', 0.3261013256329346
'Staff simpatico', 0.362910692993374
'simpatico e profissional', 0.362910692993374
'Comida', 0.4134948298564376
'confecionada', 0.4134948298564376
'alentejana', 0.4134948298564376
'pertence', 0.43055564085338327
'pertenceu', 0.43055564085338327
'Staff', 0.46351849497328923
'profissional', 0.46351849497328923
'voltar', 0.49654285697663225
'Experiencia', 0.15255355746343044
'Experiencia a nao', 0.16231317291064554
'qualidade', 0.17608247153461995
'servico mau', 0.2148608883774794
'comida', 0.23389423059206993
'nao', 0.25305533352022314
'repetir', 0.25305533352022314
'eram', 0.29578042227011886
'nao repetir', 0.3443534598323245
'pessoas que estavamos', 0.358437327438502
'estavamos a mesa', 0.358437327438502
'delas chegou', 0.358437327438502
'acabar de comer', 0.358437327438502
'Nao vou repetir', 0.38071682204879836
'mau', 0.3846933364834815
'restantes estavam', 0.44175423881795917
'estavam a acabar', 0.44175423881795917
'fraca', 0.4597440876793742
'servico', 0.4597440876793742
'qualidade media', 0.4675132964583015
'qualidade da alimentacao', 0.0934346755383478
'ambiente e excelente', 0.17756077014849755
'excelente qualidade', 0.17756077014849755
'alimentacao', 0.2200560909321288
'ambiente', 0.38831292435681075
'excelente', 0.38831292435681075
'qualidade', 0.38831292435681075
'confeccao', 0.4949246952252326
'Precos acessiveis', 0.5286731219590494
'Precos', 0.5880798524606783
'acessiveis', 0.5880798524606783
'lento', 0.5880798524606783
'rendimento', 0.7625957055371981
'rendimento algo lento', 0.8131286944405928
'Sopa de cacao', 0.020818845797234226
'cacao incrivel', 0.030803441134664936
'Super bem servida', 0.11186783262129249
'Sopa', 0.11797671014185607
'cacao', 0.17286683788205306
'incrivel', 0.17286683788205306
'saborosa', 0.17286683788205306
'visita a Beja', 0.1928330981199027
'Beja', 0.28639761847540784
'Super', 0.3171947781126727
'servida', 0.3171947781126727
'Gostamos', 0.4036310100959565
'repetir na proxima', 0.467597141943779
'proxima visita', 0.467597141943779
'repetir', 0.5644591212760287
'proxima', 0.5644591212760287
'visita', 0.5644591212760287
'burrego TOP', 0.010722405245351528
'doses generosas', 0.02216221073515605
'TOP', 0.0720466338245492
'servido', 0.14724705908851674
'doses', 0.14724705908851674
'generosas', 0.14724705908851674
'atendimento', 0.14724705908851674
'burrego', 0.14724705908851674
'vinho', 0.14724705908851674
'Beja', 0.28829011060236315
'voltar', 0.3005420243005562
'recomendo', 0.3748840432180225
'duvidas', 0.3748840432180225
'voltar a Beja', 0.3795942277581074
'voltar sem duvidas', 0.5200249888156663
'costeleta de novilho', 0.015592183183204707
'ideia mal formada', 0.023977567222838052
'Restaurante o Arbitro', 0.03795566343081561
'merecido cartao amarelo', 0.06683119470697273
'novilho', 0.06860408089063898
'serviram nao correspondia', 0.08489822074658994
'atribuida ao Restaurante', 0.08772658826813882
'costeleta', 0.11020230092372683
'eram duas costeletazinhas', 0.13850743247294703
'cartao amarelo', 0.13850743247294703
'devo', 0.15302322035526417
'ideia', 0.15302322035526417
'formada', 0.15302322035526417
'serviram nao', 0.1730773135157578
'nao correspondia', 0.1730773135157578
'jus a classificacao', 0.17460608026492858
'classificacao atribuida', 0.17460608026492858
'merecido cartao', 0.17460608026492858
'Arbitro', 0.17481143904972238
'nao', 0.1913374381180143
'costeletinhas pesavao', 0.04940384002065631
'gramas o senhor', 0.04940384002065631
'sorte e saude', 0.04940384002065631
'refeicao disse', 0.09700399286574239
'pesavao', 0.15831692877998726
'gramas', 0.15831692877998726
'saude', 0.15831692877998726
'costeletinhas', 0.29736558256021506
'senhor', 0.29736558256021506
'refeicao', 0.29736558256021506
'disse', 0.29736558256021506
'sorte', 0.29736558256021506
'Refeicoes tipicamente regionais', 0.15074418166153278
'qualidade', 0.19677146788549632
'Refeicoes tipicamente', 0.21339268578732606
'conta preco', 0.21339268578732606
'tipicamente regionais', 0.32441639786848336
'regionais bem confeccionadas', 0.32441639786848336
'confeccionadas e tendo', 0.32441639786848336
'tendo em conta', 0.32441639786848336
'Recomendo a carne', 0.35487136790899465
'doce da casa', 0.35487136790899465
'Refeicoes', 0.3553358554145339
'preco', 0.3553358554145339
'Recomendo', 0.44538603402402266
'casa', 0.44538603402402266
'tipicamente', 0.4949246952252326
'regionais', 0.4949246952252326
'confeccionadas', 0.4949246952252326
'tendo', 0.4949246952252326
'conta', 0.4949246952252326
'carne de porco', 0.5286731219590494
'Recomendo', 0.06588837669267192
'preco', 0.19677146788549632
'Comida', 0.4949246952252326
'qualidade', 0.4949246952252326
'Comida tipica', 0.5162806230574593
'relacao qualidade', 0.5162806230574593
'descatou', 0.5880798524606783
'tipica', 0.68796622281612
'regiao', 0.68796622281612
'relacao', 0.68796622281612
'simpatia', 0.7625957055371981
'trabalha', 0.7625957055371981
'tambem', 0.7625957055371981
'tambem se descatou', 0.8131286944405928
'tipica da regiao', 0.8986050855370177
'trabalha tambem', 1.3897843987848642
'passam o Arbitro', 0.009123752040204384
'ENORME simpatia', 0.009123752040204384
'recebidos num espaco', 0.019339430705074847
'espaco acolhedor', 0.019339430705074847
'Arbitro nao', 0.023606500786653342
'quantidades extremamente generosas', 0.05158913507876928
'pratos tipicamente alentejanos', 0.0640932803577231
'Arbitro', 0.06563970410584091
'ENORME', 0.06563970410584091
'opcao', 0.10897582377881283
'trabalha', 0.10897582377881283
'Oferecem uma inumera', 0.11904743664444409
'extremamente generosas', 0.11904743664444409
'nao sair satisfeito', 0.12366174203563769
'passam', 0.13774074597817995
'entramos', 0.13774074597817995
'recebidos', 0.13774074597817995
'espaco', 0.13774074597817995
'acolhedor', 0.13774074597817995
'simpatia', 0.13774074597817995
'Almoco de passagem', 0.022988213374765323
'durante a semana', 0.022988213374765323
'Nao tinhamos reserva', 0.12324197102871123
'Almoco', 0.149905405948569
'passagem', 0.149905405948569
'durante', 0.149905405948569
'semana', 0.149905405948569
'Nao tinhamos', 0.24685590141158925
'tinhamos reserva', 0.24685590141158925
'dono', 0.32705176562700716
'Nao', 0.3798215915560938
'reserva', 0.3798215915560938
'entao', 0.3798215915560938
'sentar', 0.3798215915560938
'Doses sao', 0.40689615193388323
'sao bem servidas', 0.40689615193388323
'Doses', 0.4715382012123803
'servidas', 0.4715382012123803
'tinhamos', 0.5212518383364516
'esperar', 0.5212518383364516
'Nao', 0.13236614111425515
'cheio', 0.13421014187947852
'entao', 0.13421014187947852
'arbitro', 0.13421014187947852
'escolha,mas', 0.18248633676141038
'secretos', 0.23135079273699063
'carne alentejana', 0.23564992477999544
'nao gostei', 0.26682341248531877
'senhora nao', 0.26682341248531877
'crianca', 0.34996391902298324
'devia ter dito', 0.39146340558449694
'dito na altura', 0.39146340558449694
'nao foi sincera', 0.4040728848176238
