Expressão, Frequência
'massas sao divinais', 0.010242298365490439
'sao divinais', 0.03104878704865699
'pratos sao', 0.03104878704865699
'massas sao', 0.05348093796088709
'sao bem servidos', 0.05633287097010149
'sao', 0.08445681057625859
'servidos', 0.1374834288380495
'pizzas', 0.15027186126987976
'divinais', 0.17827923040387472
'pratos', 0.17827923040387472
'agua na boca', 0.18080770503230892
'fina e macia', 0.2264753019873723
'crescer agua', 0.2264753019873723
'Costuma estar cheio', 0.2489506554356994
'pizzas e fina', 0.28853198759471216
'massa das pizzas', 0.29124482273982577
'massas', 0.30054372253975953
'massa', 0.30054372253975953
'boca', 0.35633356697423996
'relacao qualidade', 0.3988892907518749
'reservar mesas', 0.012465543599998139
'encomendar comida', 0.018641876658774398
'comida e reservar', 0.018641876658774398
'Numero de telefone', 0.05867165447781048
'Numero', 0.08977403887827273
'mesas', 0.09101163530720666
'telefone', 0.13528014248445303
'encomendar', 0.13528014248445303
'comida', 0.13528014248445303
'reservar', 0.13528014248445303
'lento', 0.10141226884569679
'Tinhamos reserva', 0.10860359404127298
'comida', 0.13315701013346307
'confeccionada', 0.13315701013346307
'servico', 0.13315701013346307
'Ate a sobremesa', 0.18901617371970708
'demoraram em servir', 0.18901617371970708
'chegamos', 0.21395711372475543
'sobremesa demoraram', 0.23650371427377656
'Tinhamos', 0.2815891253011357
'minutos', 0.2815891253011357
'vontade de voltar', 0.3009681040128449
'reserva', 0.3478980838128658
'servidos', 0.3478980838128658
'Ate', 0.36348788044697095
'servir', 0.36348788044697095
'pena porque dada', 0.3724265123695601
'dada esta situacao', 0.3724265123695601
'situacao nao', 0.3724265123695601
'nao da vontade', 0.3724265123695601
'Tentamos ligar', 0.0233550736766052
'ate', 0.05632962681207606
'nao atendem', 0.05755977077196411
'Tentamos', 0.11840455484321102
'numero de telefone', 0.12446694240004318
'atendem os telefones', 0.12446694240004318
'nao', 0.1411879566095664
'ligar', 0.19274649316101516
'numero', 0.19274649316101516
'atendem', 0.19274649316101516
'telefone se nao', 0.2612951038999884
'telefone', 0.2823759132191328
'telefones', 0.2823759132191328
'Miguel mestre', 0.007381715760592621
'chefe de sala', 0.013272501070902968
'Miguel', 0.05849213101283574
'chefe', 0.05933579195155639
'sala', 0.07170635509876688
'sala veio', 0.09255899668344603
'colega nao servia', 0.09298196707045511
'restaurante tem empregados', 0.09472719882770185
'empregados disse-nos', 0.11375655244670616
'mau', 0.12527540348498323
'mestre', 0.12527540348498323
'empregados', 0.12967651047384895
'restaurante', 0.15758181512183014
'podiamos esperar', 0.18356095410465983
'esperar e passado', 0.18356095410465983
'passado meia', 0.18356095410465983
'palavra do colega', 0.18356095410465983
'colega nao', 0.18356095410465983
'nao servia', 0.18356095410465983
'Apesar da comida', 0.2567863205766597
'gosta de pizza', 0.020818845797234226
'melhor de beja', 0.020818845797234226
'duvida a melhor', 0.030803441134664936
'Precos acessiveis Excelente', 0.10176847869738559
'acessiveis Excelente atendimento', 0.1017684786973856
'pizza', 0.11797671014185607
'beja', 0.11797671014185607
'grelhados tambem sao', 0.12035209845570627
'Excelente atendimento', 0.14401072240847926
'gosta', 0.17286683788205306
'duvida', 0.17286683788205306
'melhor', 0.17286683788205306
'acessiveis Excelente', 0.1908971427498274
'grelhados tambem', 0.21489669178785997
'tambem sao', 0.21489669178785997
'Precos acessiveis', 0.26176225393615005
'Excelente', 0.31187474598968257
'confecionados', 0.3171947781126727
'muita gente', 0.34393543650132563
'Precos', 0.4036310100959565
'muita variedade', 0.015099935621315529
'precos acessiveis', 0.015099935621315529
'tambem resulta', 0.015099935621315529
'take away', 0.015099935621315529
'gosta de pizza', 0.02249651976012989
'pizza vale', 0.02249651976012989
'variedade e precos', 0.02249651976012989
'pena', 0.10028582371075691
'muita', 0.10028582371075691
'acessiveis', 0.10028582371075691
'tambem', 0.10028582371075691
'away', 0.10028582371075691
'esplanada muito agradavel', 0.11755105063023073
'gosta', 0.14832923246533666
'pizza', 0.14832923246533666
'vale', 0.14832923246533666
'variedade', 0.14832923246533666
'precos', 0.14832923246533666
'resulta', 0.14832923246533666
'take', 0.14832923246533666
'Janto varias', 0.07796891081290885
'restaurante e nao', 0.1495930091794576
'nao tem perdido', 0.1495930091794576
'perdido qualidade', 0.1495930091794576
'qualidade ao longo', 0.1495930091794576
'Janto', 0.2005079697193566
'varias', 0.36073110501666333
'restaurante', 0.36073110501666333
'nao', 0.36073110501666333
'perdido', 0.36073110501666333
'qualidade', 0.36073110501666333
'longo', 0.36073110501666333
'Recomendo', 0.46553351027698087
'qualidade e sabor', 0.02278060898405576
'diametro', 0.12347017160866493
'sabor', 0.12347017160866493
'Recomendo pizza', 0.12604257990334278
'servida uma pizza', 0.13794729910849954
'pizza', 0.17036656557017907
'preco', 0.1803934615806633
'servida', 0.1803934615806633
'qualidade', 0.1803934615806633
'pizza da casa', 0.2518315340819833
'Recomendo', 0.32850963117309834
'casa', 0.32850963117309834
'muita quantidade', 0.053188643354743534
'quantidade e excelente', 0.08549198287999409
'excelente preco', 0.16802211361704714
'qualidade', 0.17995476918065306
'muita', 0.17995476918065306
'quantidade', 0.2806398793267283
'excelente', 0.2806398793267283
'Doses enormes', 0.33128930372645116
'Doses', 0.43251032788901067
'Ementa variada', 0.4975733310033205
'preco', 0.5125851184934602
'precos', 0.5125851184934602
'enormes', 0.5753584411188795
'Ementa', 0.5764139711572966
'variada', 0.5764139711572966
'comida', 0.663757209593614
'enormes a precos', 0.7353498994543654
'facam reserva', 0.015099935621315529
'Restaurante', 0.10028582371075691
'reserva', 0.10028582371075691
'Doses generosas', 0.11755105063023073
'preco imbativel', 0.11755105063023073
'atendimento e rapido', 0.11755105063023073
'cheio', 0.14832923246533666
'facam', 0.14832923246533666
'funcionarios sao', 0.165573765898185
'sao muito simpaticos', 0.165573765898185
'Doses', 0.2790829227183407
'imbativel', 0.2790829227183407
'rapido', 0.2790829227183407
'generosas', 0.37689977775222827
'preco', 0.37689977775222827
'funcionarios', 0.37689977775222827
'sao', 0.37689977775222827
'simpaticos', 0.37689977775222827
'atendimento', 0.37689977775222827
'Recomendo vivamente', 0.0934346755383478
'vivamente a visita', 0.0934346755383478
'Recomendo', 0.2200560909321288
'visita', 0.2200560909321288
'vivamente', 0.38831292435681075
'Pizzas', 0.4949246952252326
'acessiveis', 0.4949246952252326
'Pizzas de excelente', 0.5162806230574593
'precos muito acessiveis', 0.5162806230574593
'italiana', 0.5880798524606783
'excelente', 0.68796622281612
'qualidade', 0.68796622281612
'precos', 0.68796622281612
'pratos', 0.7625957055371981
'nao', 0.7625957055371981
'comida', 0.7625957055371981
'comida italiana', 0.8131286944405928
'excelente qualidade', 0.8986050855370177
'nao quer comida', 1.3897843987848642
'Restaurante simpatico', 0.02140921543860024
'Restaurante', 0.1447773057422032
'simpatico', 0.1447773057422032
'Doses bem servidas', 0.23338172234549467
'Demora no atendimento', 0.2704390918235917
'servidas e qualidade', 0.35350894161299157
'qualidade da comida', 0.35350894161299157
'Doses', 0.3702539456099092
'Demora', 0.4613789858464135
'atendimento', 0.4613789858464135
'servidas', 0.5110573480904945
'qualidade', 0.5110573480904945
'comida', 0.5110573480904945
'sobremesas', 0.5121371841744414
'Pizza ria Milano', 0.0015990004543852306
'ria Milano', 0.014328272220396773
'Pizza ria', 0.0204202341190447
'melhores pizzas', 0.0204202341190447
'resume-se a rapido', 0.02686469644580313
'facto as melhores', 0.03505795411169442
'cidade e arredores', 0.03505795411169442
'mim a Pizza', 0.04870027516733664
'pizzas da cidade', 0.048700275167336646
'servico resume-se', 0.060249587192420365
'experimentei servico dedicado', 0.07178074195771784
'relacao preco qualidade', 0.07178074195771784
'Milano', 0.07675458763397429
'Pizza', 0.10873533697390565
'pizzas', 0.10873533697390565
'nao experimentei servico', 0.11881601552761872
'servico dedicado', 0.12712932629197102
'preco qualidade', 0.12712932629197102
'rapido', 0.1421535677530789
'preco', 0.1543849698730222
'fartos e baratos', 0.033059481883578545
'Pratos', 0.17888970889927258
'fartos', 0.17888970889927258
'baratos', 0.17888970889927258
'pessoas', 0.2283336174396874
'dose', 0.25165960017968597
'porcao', 0.32705596197937675
'Meia porcao', 0.3922715751721536
'Meia', 0.4307356489172329
'tres pessoas', 0.4334410392337635
'porcao inteira', 0.5220348944262919
'inteira', 0.5243519147589031
'euro', 0.5243519147589031
'perfeitamente', 0.5735900629737213
'tres', 0.6621407891008332
'Comida divinal', 0.022160458278844265
'atendimento atencioso', 0.03229428171656486
'atencioso e profissional', 0.03229428171656486
'Comida', 0.1472413634807099
'divinal', 0.1472413634807099
'atendimento', 0.1472413634807099
'profissional', 0.1472413634807099
'Melhor qualidade', 0.16350784597007184
'preco e impossivel', 0.16350784597007184
'atencioso', 0.21246738730038223
'Beja novamente', 0.293350133248628
'Restaurante', 0.3189969089368482
'Melhor', 0.37487341324295864
'qualidade', 0.37487341324295864
'preco', 0.37487341324295864
'impossivel', 0.37487341324295864
'gostei', 0.37588671442375543
'Beja', 0.41238821350433397
'pessoas', 0.4662935445750052
'decoracao bonita', 0.4784783546531046
'pratos realmente deliciosos', 0.004051372375518742
'Beja e amei', 0.009648797012505848
'realmente deliciosos', 0.023251307215732916
'pratos realmente', 0.028545465791189446
'comi em Beja', 0.04333001716612518
'Beja', 0.07006394574014806
'Optimas pizzas', 0.10271852887734775
'comi', 0.13174415455270266
'deliciosos', 0.13639807663140682
'amei', 0.13639807663140682
'pizzas entao', 0.1604845984741036
'entrada um Optimas', 0.16116036414087173
'pratos', 0.16659302723029507
'realmente', 0.16659302723029507
'Pizza', 0.16874367239390378
'pizzas', 0.16874367239390378
'mesmo uma delicia', 0.1697981003150088
'Pizza e pratos', 0.1857577818928122
'lasanha a bolonhesa', 0.2017910716993353
'bolonhesa divinal', 0.2017910716993353
'Pizzas deliciosas', 0.005987543063120938
'espaco interior', 0.00899321792126428
'rapido e simpatico', 0.00899321792126428
'alem disso', 0.013527995261974615
'ambiente e servico', 0.013527995261974615
'servico muito rapido', 0.013527995261974615
'Pizzas', 0.0771485953923296
'deliciosas', 0.0771485953923296
'aconselho', 0.0771485953923296
'salmao', 0.0771485953923296
'espaco', 0.0771485953923296
'esplanada', 0.0771485953923296
'simpatico', 0.0771485953923296
'alem', 0.1155310835876123
'disso', 0.1155310835876123
'saladas', 0.1155310835876123
'interior', 0.1155310835876123
'ambiente', 0.1155310835876123
'servico', 0.1155310835876123
'rapido', 0.1155310835876123
'senhores nesta casa.', 0.15438277935400868
'tenha', 0.157702022255948
'muita', 0.157702022255948
'sao', 0.17383584768125376
'precos fantasticos.', 0.2630485787243979
'casa.', 0.339403178900261
'esplanada fenomenal.', 0.34598119691878154
'comida', 0.3940334671568298
'senhores', 0.3940334671568298
'sao optimas', 0.4054955575311459
'condicionado ligado', 0.40576389550465924
'melhores pizzas', 0.4115155349443519
'servir', 0.4280969397733463
'fantasticos.', 0.4280969397733463
'saladas sao optimas', 0.4320314843751094
'grelhado sao', 0.4477905757947475
'frango grelhado sao', 0.46257811397924725
'saudavel e deliciosa', 0.46504223826886004
'saladas sao', 0.4670489161046662
'apresentacao', 0.47844607455851224
'tambem sao maravilhosos', 0.0069313844856014085
'Simpatia no atendimento', 0.018891338787254162
'pratos maravilhosos', 0.03530700264929955
'sao maravilhosos', 0.03530700264929955
'ultrapassam a ida', 0.035435838468767446
'pizzaria para comer', 0.035435838468767446
'tambem sao', 0.035435838468767446
'Terra e Mar', 0.03726532400910339
'maravilhosos que ultrapassam', 0.08074685032617919
'comer pizza', 0.08251119683918176
'Gamba bem grelhada', 0.08943437951219955
'maravilhosos', 0.09217262216557442
'saborosa e Gamba', 0.1139459833010636
'pizza ou massa', 0.1219744003022714
'Simpatia', 0.1361656090720303
'atendimento', 0.1361656090720303
'comida', 0.1361656090720303
'massa', 0.1361656090720303
'porco preta saborosa', 0.14559631098600398
'Nao se consegue', 0.18476837150425707
'Pizzaria', 0.0607868920252255
'Apesar', 0.11797671014185607
'alem', 0.11797671014185607
'Aconselho vivamente', 0.1539412127363319
'bife na pedra', 0.1539412127363319
'oferta', 0.17286683788205306
'vivamente o bife', 0.21489669178785997
'mel e nozes', 0.26176225393615005
'Aconselho', 0.3171947781126727
'pedra', 0.3171947781126727
'Top', 0.31813151393529204
'sobremesa a panna', 0.359016783205622
'panna cotta', 0.359016783205622
'cotta de mel', 0.359016783205622
'nozes', 0.4036310100959565
'vivamente', 0.4205766817284309
'bife', 0.4205766817284309
'fantastico', 0.5139785153975659
'sobremesa', 0.5139785153975659
'panna', 0.5139785153975659
'Optimo ambiente', 0.02140921543860024
'Optimo', 0.1447773057422032
'ambiente', 0.1447773057422032
'Excelente a qualidade', 0.23338172234549467
'qualidade da comida', 0.35350894161299157
'Excelente', 0.3702539456099092
'variedade', 0.3702539456099092
'Empregados extremamente', 0.38599679376725615
'total disponibilidade', 0.38599679376725615
'Empregados extremamente atenciosos', 0.40521211826724085
'Empregados', 0.4613789858464135
'disponibilidade', 0.4613789858464135
'qualidade', 0.5110573480904945
'comida', 0.5110573480904945
'Precos', 0.5121371841744414
'extremamente atenciosos', 0.5732105463588063
'extremamente', 0.6036200563782421
'atenciosos', 0.6036200563782421
'total', 0.6036200563782421
'awui se come', 0.046924293030963994
'pizzeria', 0.21170993090216894
'awui', 0.21170993090216894
'come', 0.21170993090216894
'relacao qualidade preco', 0.24797717967722124
'cliente ha varios', 0.30362252881661655
'impressionante a relacao', 0.30362252881661655
'relacao qualidade', 0.30362252881661655
'precos acessiveis', 0.32984539817997893
'qualidade preco', 0.3464954868464276
'Doses industriais', 0.3660738157160469
'Staff super simpatico', 0.39440685578564416
'Top mesmo', 0.4311652446505537
'Doses', 0.46516567734426817
'acessiveis', 0.46516567734426817
'Staff super', 0.47573711462585144
'super simpatico', 0.47573711462585144
'cliente', 0.4826041675402049
'varios', 0.4826041675402049
'impressionante', 0.4826041675402049
'Espaco agradavel', 0.030702987650582825
'massa fininha', 0.030702987650582825
'pizzas sao', 0.07716556275836661
'Naco na Pedra', 0.09686445717338418
'staff simpatico', 0.12277597648246516
'Espaco', 0.14354050148758457
'prestavel', 0.14354050148758457
'comi', 0.14354050148758457
'massa', 0.14354050148758457
'confeccionadas', 0.14354050148758457
'simpatico e prestavel', 0.15718412348915745
'pizzas', 0.17259906067427241
'belo Terra', 0.17891873739232445
'Mar ou mesmo', 0.17891873739232445
'Pizzas variadas', 0.18822357220375
'agradavel', 0.2075260614268173
'staff', 0.2075260614268173
'sao', 0.2075260614268173
'melhores', 0.2075260614268173
'fininha', 0.2075260614268173
'agradavel pratos acessiveis', 0.005401660759706154
'pratos acessiveis', 0.02541909697430123
'agradavel pratos', 0.04188746641162499
'acessiveis', 0.12363091320521931
'Espaco interior', 0.18075564686791562
'pizzaria', 0.2005079697193566
'agradavel', 0.2005079697193566
'pratos', 0.2005079697193566
'pequeno mas acolhedor', 0.2766850298235749
'acolhedor e exterior', 0.2766850298235749
'Espaco', 0.32883716426354986
'apertado', 0.32883716426354986
'interior', 0.46553351027698087
'pequeno', 0.46553351027698087
'acolhedor', 0.46553351027698087
'exterior', 0.46553351027698087
'termos de sabor', 0.018310930906343142
'sabor deixou', 0.018310930906343142
'pizzas sao', 0.018686086489062434
'empregados sao', 0.018686086489062434
'sao muito simpaticos', 0.018686086489062434
'sao', 0.06839635777587465
'desejar', 0.09017440044927587
'pizzas', 0.13409574860218185
'empregados', 0.13409574860218185
'simpaticos', 0.13409574860218185
'termos', 0.13409574860218185
'sabor', 0.13409574860218185
'deixou', 0.13409574860218185
'acessiveis doces generosas', 0.005401660759706154
'agradavel prwcos acessiveis', 0.009001679881101624
'prwcos acessiveis doces', 0.009001679881101624
'doces generosas', 0.02541909697430123
'agradavel prwcos', 0.04188746641162499
'prwcos acessiveis', 0.04188746641162499
'acessiveis doces', 0.04188746641162499
'generosas', 0.12363091320521931
'Espaco interior', 0.18075564686791562
'pizzeria', 0.2005079697193566
'agradavel', 0.2005079697193566
'prwcos', 0.2005079697193566
'acessiveis', 0.2005079697193566
'doces', 0.2005079697193566
'interior e exterior', 0.2766850298235749
'Espaco', 0.32883716426354986
'apertado', 0.32883716426354986
'interior', 0.46553351027698087
'exterior', 0.46553351027698087
'porco preto gralhada', 0.0029176312062416665
'pizzas sao realmente', 0.006495351060828979
'mes de Janeiro', 0.007896220719261625
'sendo de destacar', 0.01573513033351194
'Reabriu no passado', 0.017772227035525796
'atento servico', 0.017772227035525796
'alem das saborosos', 0.017772227035525796
'terra e mar', 0.017772227035525796
'nacos de carne', 0.017772227035525796
'qualidade e quantidade', 0.017772227035525796
'passado mes', 0.020078262867620277
'prato de terra', 0.020078262867620277
'carne de porco', 0.020078262867620277
'porco preto', 0.020078262867620277
'preto gralhada', 0.020078262867620277
'sao realmente', 0.020078262867620277
'excelente cozinha', 0.024865240470842643
'estejam Excelente pizzaria', 0.029926264515537152
'pizzaria de Beja', 0.03498097993753025
'melhor pizzaria', 0.03889566518369986
'take away', 0.02541909697430123
'pizaria', 0.12363091320521931
'servico', 0.12363091320521931
'away', 0.12363091320521931
'Pizas excelentes', 0.18075564686791562
