Avaliações
"O espaço é tradicional historico remodelado impecavelmente. Recantos no quarto e nas areas comuns requintados e inesperados na decoração. Atendimento muito disponível e atencioso."
"Nada a assinalar"
"A casa é muito confortável e tem excelentes áreas. Recomendo que façam uma refeição no alojamento (nós reservámos um jantar e gostámos bastante de tudo)."
