Avaliações
"Decoração bonita, senhora da receção foi extremamente simpática e solicita."
"localização"
"Nada a apontar"
"Ambiente muito agradável e acolhedor"
"Da simpatia das funcionárias."
"Um pouco de barulho durante a noite."
"Localização, pequeno almoço e preço qualidade."
"Muito bom. Das melhores Guest House em que fiquei. Excelente relação preço-qualidade. Bom pequeno almoço (incluído no preço). Muita simpatia das recepcionistas."
"Funcionários muito simpáticos, quartos bem decorados e bastante acolhedores."
"Atendimento nota 10. Quarto espaçoso, moderno, temático e novo. Bom café da manhã."
"Escadas um pouco íngremes e roupa da cama muito quentes sem possibilidade de retirar camadas."
"Simpatia e atenção"
"Necessita melhorar o conforto dos colchões das camas."
"Pequeno almoço agradável com a quantidade e diversidade de produtos adequada."
"Esqueceram-se de nos informar que tínhamos que ir buscar o pequeno almoço à salinha do lado."
"De uma forma geral nota 10. Pequeno almoço muitíssimo bom!!!! Muita variedade de tudo. Recomenda-se vivamente."
"Todo"
"Tudo estava perfeito!"
"Por vezes vinha mau cheiro das canalizações da casa de banho."
"A localização e a simpatia dos funcionários. Pequeno almoço apesar de pouca variedade tem muita qualidade."
"De subir uma escadaria.. Mas culpa minha por ser gorda "
"Tudo!! bom espaço, bem localizado, bonita decoração (acolhedora) , quarto espaçoso, pequeno almoço variado e mto bom e staff 20* para recomendar e voltar quando for necessário"
"A falta de parqueamento para o automóvel e as escadas de acesso aos quartos: degraus pequenos e muito íngremes."
"A localização é muito boa, no centro de Beja, perto de tudo. As funcionárias foram muito prestáveis. O quarto é muito agradável. Boa relação qualidade-preço."
"Foi maravilhoso, desde a simpatia dos funcionários até ao quarto decorado ao detalhe, e o pequeno almoço simplesmente divinal!! Obrigada por toda a atenção e desejamos todo o sucesso sempre."
"O acesso ao 1o andar coloca algumas dificuldades a pessoas com problemas de mobilidade, tendo sido assinalada esta questão com elementos da Guest House."
"É um espaço inovador em termos de conceito e de decoração, estando de parabéns neste aspeto, sendo os quartos muito agradáveis. A localização é muito boa e central. O pequeno almoço tem muito boa qualidade  e variedade."
"estacionamento"
"cama"
"O ambientador foi péssimo e deve ser tóxico. Por favor tirem isso dos quartos, o cheiro é fortíssimo. As escadas para os quartos são bastante íngremes"
"Quarto pequeno simpático no centro de Beja. O staff é atencioso."
"O pequeno almoço era variado."
"nada"
"pequeno almoço e quarto"
"Das escadas lol"
"Pequeno almoço com pouca variedade"
"Simpatia dos funcionários ; localização"
