Avaliacoes
"Foi uma recomendacao de um amigo de longa data , visto que eu nao conhecia o espaco . O restaurante esta inserido no clube de tenis local e e possivel beber um apenas um copo ou fazer uma refeicao com vista vista para os courts . Facil para estacionar.Tem um espaco muito amplo ,com uma excelente zona de esplanada e dois espacos interiores, recentes , com um look simples e moderno, com amplas janelas com vista para a esplanada e courts de tenis, tambem existe uma pequena esplanada lateral, tem ainda um bar completo e foram muito simpaticos ao fazerem-me um tour pelo espaco.A carta e variada e esta bem composta com varias opcoes, em que se pode ir apenas para um...read more"
