Avaliacoes
"Muito Bom Comer bom sushi no Alentejo? E possivel aqui. Gostei bastante da experiencia. Tive liberdade total para escolher as pecas que queria e inclusive as entradas. O unico ponto fraco foi a demora mas foi compensado pela extrema simpatia dos funcionarios!"
