Avaliacoes
"Pessimo atendimento, o homem que parecia o gerente nao era nem um pouco simpatico e nenhum dos funcionarios estava devidamente fardado. O pior de tudo foi a refeicao, o hamburguer de vaca parecia palha de tao seco que estava, sem qualquer molho. No pagamento o valor e mostrado numa especie de tablet e nem a fatura e emitida. Nao recomendo e nao voltarei"
