Avaliacoes
"Servico cinco estrelas, funcionarios simpaticos,Comida otima, sangria espetacular. A atencao do funcionario Raphael, que nos atendeu foi excelente, super atencioso, sempre atento e preocupado. Adoramos. Quando voltarmos a Beja e para repetir, sem duvida.. o pica-pau com batatas e picles estava divinal. A sangria, igualmente. Recomendo a 100%"
