Expressao, Frequencia
"Construcao Romana", 0.013797198203993007
"Romana", 0.08596317751626563
"Construcao", 0.15831692877998726
"construido pelos romanos", 0.07796891081290885
"portal construido", 0.1495930091794576
"romanos", 0.2005079697193566
"portal", 0.36073110501666333
"construido", 0.36073110501666333
"antigas da cidade", 0.4456055016437946
"cidade", 0.46553351027698087
"interessante", 0.6621399683957523
"constante", 0.6621399683957523
"construcoes", 0.6621399683957523
"antigas", 0.6621399683957523
"constante nas construcoes", 0.7807198046783035
"construcoes antigas", 0.7807198046783035
"Arco romano", 0.02570861714399338
"Arco", 0.15831692877998726
"romano", 0.15831692877998726
"Alias", 0.20717186494652254
"Compensa", 0.31813151393529204
"romana", 0.5110573480904945
"epoca romana", 0.5590489604659448
"Aconselho uma visita", 0.5732105463588063
"Aconselho", 0.6036200563782421
"visita", 0.6036200563782421
"construcoes", 0.7016498766455139
"antigas", 0.7016498766455139
"sao", 0.7016498766455139
"epoca", 0.7016498766455139
"construcoes antigas", 0.9697158139552228
"antigas sao", 0.9697158139552228
"sao da epoca", 0.9697158139552228
"construcoes antigas sao", 1.6147339416492628
"porta de Evora", 0.026233073037508336
"vinha no Norte", 0.026233073037508336
"Antiga porta", 0.04940384002065631
"dava acesso", 0.04940384002065631
"Evora", 0.08596317751626563
"Norte", 0.08596317751626563
"acesso ao interior", 0.09700399286574239
"interior das muralhas", 0.09700399286574239
"Antiga", 0.15831692877998726
"dava", 0.15831692877998726
"porta", 0.29736558256021506
"acesso", 0.29736558256021506
"interior", 0.29736558256021506
"muralhas", 0.29736558256021506
"vinha", 0.29736558256021506
"controlo dos passantes", 0.07796891081290885
"feito o controlo", 0.1495930091794576
"Junto", 0.2005079697193566
"antiga", 0.2005079697193566
"passantes", 0.2005079697193566
"feito", 0.36073110501666333
"controlo", 0.36073110501666333
"Colado a muralha", 0.4456055016437946
"castelo interior", 0.4456055016437946
"Colado", 0.46553351027698087
"interior", 0.46553351027698087
"muralha", 0.6621399683957523
"castelo", 0.6621399683957523
"muralha do castelo", 0.7807198046783035
"Simples mas bonito", 0.02570861714399338
"Simples", 0.15831692877998726
"bonito", 0.15831692877998726
"bonito e simples", 0.03107735477427921
"simples", 0.13696809108329627
"Enquanto passeia", 0.21339268578732606
"muralhas do castelo", 0.21339268578732606
"bonito", 0.2200560909321288
"Vale a pena", 0.24745631075091173
"passeia a volta", 0.32441639786848336
"volta das muralhas", 0.32441639786848336
"Enquanto", 0.3553358554145339
"castelo", 0.3553358554145339
"passe", 0.3553358554145339
"Vale", 0.44538603402402266
"pena", 0.44538603402402266
"passeia", 0.4949246952252326
"volta", 0.4949246952252326
"muralhas", 0.4949246952252326
"Porta interessante", 0.02570861714399338
"Porta", 0.15831692877998726
"interessante", 0.15831692877998726
"Porta semi destruida", 0.01655915082773619
"Porta semi", 0.04940384002065631
"merece um olhar", 0.04940384002065631
"semi destruida", 0.09700399286574239
"vestigios interessantes", 0.09700399286574239
"nao esteja", 0.09700399286574239
"Porta", 0.15831692877998726
"olhar", 0.15831692877998726
"cuidada", 0.15831692877998726
"semi", 0.29736558256021506
"destruida", 0.29736558256021506
"vestigios", 0.29736558256021506
"interessantes", 0.29736558256021506
"merece", 0.29736558256021506
"nao", 0.29736558256021506
"esteja", 0.29736558256021506
"Bonita", 0.04491197687864554
"Porta e bonita", 0.008293207122436794
"limpeza e recuperacao", 0.015380821171891606
"precisava de algum", 0.02570861714399338
"Porta", 0.08596317751626563
"bonita", 0.09568045026443411
"recuperacao", 0.09568045026443411
"precisava", 0.15831692877998726
"algum", 0.15831692877998726
"limpeza", 0.15831692877998726
"relva dos jardins", 0.09700399286574239
"jardins precisava", 0.09700399286574239
"cortada", 0.15831692877998726
"relva", 0.29736558256021506
"jardins", 0.29736558256021506
"precisava", 0.29736558256021506
"Historia e atualidade", 0.02570861714399338
"Historia", 0.15831692877998726
"atualidade", 0.15831692877998726
"preservado e enquadrado", 0.01859446618045681
"enquadrado", 0.11142476118001256
"acolhedor e aprazivel", 0.14005713113751553
"preservado", 0.16383273847958243
"enquadramento muito acolhedor", 0.19613242932716538
"aprazivel", 0.3033846052649951
"apreciar", 0.3881970960906714
"enquadramento", 0.4049347717850166
"acolhedor", 0.4049347717850166
"fotos", 0.49784754196738834
"Arco Romano", 0.023458380875189744
"Romano no caminho", 0.023458380875189744
"Romano", 0.1447773057422032
"Arco", 0.15831692877998726
"caminho", 0.15831692877998726
"Arco Romano", 0.01560470695632768
"Beja voce fatalmente", 0.02585322371382544
"historico de Beja", 0.0605689221549672
"Beja voce", 0.0605689221549672
"voce fatalmente passara", 0.06672462416318604
"Rodando o centro", 0.07796891081290885
"Romano", 0.09705179139403544
"centro historico", 0.1495930091794576
"voce fatalmente", 0.1495930091794576
"fatalmente passara", 0.1495930091794576
"Beja", 0.15831692877998726
"Arco", 0.15831692877998726
"Rodando", 0.2005079697193566
"centro", 0.36073110501666333
"historico", 0.36073110501666333
"voce", 0.36073110501666333
"fatalmente", 0.36073110501666333
"passara", 0.36073110501666333
"privilegio", 0.6621399683957523
"Arco romano anexado", 0.0025258761156662004
"Castelo de Beja", 0.007444681613352736
"anexado ao Castelo", 0.013797198203993007
"Arco romano", 0.015380821171891606
"romano anexado", 0.02570861714399338
"Castelo", 0.08596317751626563
"Beja", 0.08596317751626563
"Arco", 0.09568045026443411
"romano", 0.15831692877998726
"anexado", 0.15831692877998726
"encontrara facilmente", 0.030510214963353134
"antigo da cidade", 0.030510214963353134
"estiver na zona", 0.04169664993369351
"facilmente este arco", 0.04169664993369351
"arco romano", 0.04169664993369351
"Beja", 0.06551437933689638
"Castelo de Beja", 0.07409878628401832
"Castelo", 0.08200792712860094
"alto", 0.10003885216447492
"zona do Castelo", 0.10254672632414313
"calcada publica irrestrita", 0.13625316349777425
"encontrara", 0.14798340584800362
"cidade", 0.14798340584800362
"estiver", 0.2000690675330408
"zona", 0.2000690675330408
"facilmente", 0.2000690675330408
"arco", 0.2000690675330408
"romano", 0.2000690675330408
"antigo", 0.2000690675330408
"publica irrestrita", 0.21197943898789123
