Expressão, Frequência
'pequena esplanada lateral', 0.0004880500023250389
'Facil para estacionar.Tem', 0.0035490519659372765
'read more', 0.004845244634743544
'vista vista', 0.005010483957044589
'esplanada lateral', 0.005717043012207988
'longa data', 0.005892043419207282
'simples e moderno', 0.005892043419207282
'tambem existe', 0.005892043419207282
'varias opcoes', 0.005892043419207282
'clube de tenis', 0.006374318673059761
'espacos interiores', 0.006550241181790184
'pequena esplanada', 0.006953494269156913
'amigo de longa', 0.007166612522306815
'nao conhecia', 0.007166612522306815
'restaurante esta inserido', 0.007166612522306815
'inserido no clube', 0.007166612522306815
'possivel beber', 0.007166612522306815
'excelente zona', 0.007166612522306815
'look simples', 0.007166612522306815
'amplas janelas', 0.007166612522306815
