Expressão, Frequência
'excelente acolhimento', 0.07796891081290885
'comida muito saborosa', 0.07796891081290885
'acolhimento e comida', 0.1495930091794576
'ambiente', 0.2005079697193566
'excelente', 0.2005079697193566
'saborosa', 0.2005079697193566
'acolhimento', 0.36073110501666333
'comida', 0.36073110501666333
'Recomendo o bife', 0.4456055016437946
'acompanhado pelas migas', 0.4456055016437946
'Recomendo', 0.46553351027698087
'migas', 0.46553351027698087
'bife', 0.6621399683957523
'novilho', 0.6621399683957523
'maturado', 0.6621399683957523
'acompanhado', 0.6621399683957523
'bife de novilho', 0.7807198046783035
'novilho maturado', 0.7807198046783035
'maturado acompanhado', 0.7807198046783035
'novilho maturado acompanhado', 1.0941763944892364
'comida estava excelente', 0.04188746641162499
'carne bastante saborosa', 0.12124452117740256
'simpatico', 0.12363091320521931
'Recomendo a presa', 0.18075564686791562
'presa iberica', 0.18075564686791562
'comida', 0.2005079697193566
'excelente', 0.2005079697193566
'atendimento', 0.2005079697193566
'Recomendo', 0.32883716426354986
'iberica', 0.32883716426354986
'carne', 0.32883716426354986
'saborosa', 0.32883716426354986
'presa', 0.46553351027698087
