Expressao, Frequencia
'excelente qualidade', 0.023548796830027443
'tipica de Beja', 0.10820287393879949
'deliciosa comida tipica', 0.12864109309969932
'qualidade', 0.12996433632774446
'restaurante de excelente', 0.1733104836279298
'excelente', 0.17702556015875678
'deliciosa comida', 0.22377088919274266
'comida tipica', 0.22377088919274266
'restaurante', 0.22675359532146222
'Beja', 0.22833253020326108
'Destaco a simpatia', 0.289246914367467
'servida', 0.34158553339035136
'minutos', 0.3721889016853733
'deliciosa', 0.42761382206433557
'comida', 0.42761382206433557
'tipica', 0.42761382206433557
'Destaco', 0.4304779578181314
'empregados', 0.4304779578181314
'previa da mesa', 0.44972552108638797
'aguardar cerca', 0.4851017597780049
'venho passar ferias', 0.0025225761630412024
'ferias a Beja', 0.00834816483007538
'Beja que comecei', 0.00834816483007538
'venho passar', 0.018247953601198085
'passar ferias', 0.018247953601198085
'comecei a vir', 0.018247953601198085
'sao super giros', 0.049760348295267556
'Beja', 0.061844373183986334
'restaurante', 0.1132672026334935
'sao', 0.11448523777401644
'super giros', 0.12024709340641113
'decoracao tipica', 0.12024709340641113
'servida e divinal', 0.12024709340641113
'sericaia lara terminar', 0.12313792888639444
'venho', 0.1338690899457064
'passar', 0.1338690899457064
'ferias', 0.1338690899457064
'comecei', 0.1338690899457064
'vir', 0.1338690899457064
'sao super', 0.13632184511961923
