Expressao, Frequencia
'julho', 0.16015854510554647
'sao', 0.17316197375126166
'Nao', 0.18995773510503888
'hospedado neste hotel', 0.1928031967315345
'Tripadvisor e Booking', 0.1959328767349702
'hospedado', 0.20607520933209542
'pedidos', 0.21199757895888657
'hotel', 0.21348451949489144
'impecavel de simpatia', 0.23288439039376985
'central de reservas', 0.23288439039376985
'pessoal e impecavel', 0.289934376399731
'famigerada central', 0.289934376399731
'pedidos que fizemos', 0.29824497801484434
'confusao', 0.3014800897947841
'lhes sao feitos', 0.314296927654065
'pedidos que lhes', 0.3170334766908564
'instalacoes sao', 0.3267633057300066
'sao feitos', 0.3424803487295811
'respeitam os pedidos', 0.35413102115869455
'razoaveis', 0.39842995172337065
'chao de madeira', 0.06833629982146334
'madeira tinha', 0.07155014674879025
'tinha', 0.08294398829030403
'madeira', 0.08944799394751941
'chao', 0.09538465573056575
'nao', 0.14245602534023052
'lomba', 0.18115758972690726
'cor esbranquicada', 0.1848819682701884
'mau aspeto', 0.1848819682701884
'tinha uma cor', 0.18756146861254913
'turismo em Portugal', 0.23470542981232861
'tinha um mau', 0.2902279068667962
'devidamente arranjado', 0.3114974209724752
'Portugal', 0.3167147084509846
'nao dava', 0.3205994877833381
'moveis o chao', 0.33458804709794066
'lomba no chao', 0.3676654297058516
'esbranquicada', 0.36787685294208167
'sujidade', 0.36787685294208167
'aspeto', 0.36787685294208167
'atendimento irrepreensivel', 0.008574872831308096
'queijos e enchidos', 0.008574872831308096
'excelentes entradas', 0.011326071590296352
'comida divinal', 0.011326071590296352
'jantar com excelentes', 0.014973081153661923
'charmoso', 0.06588837669267192
'atencioso e simpatico', 0.07296450115773657
'Hotel', 0.09220612519689587
'localizado', 0.09220612519689587
'atendimento', 0.09220612519689587
'irrepreensivel', 0.09220612519689587
'entradas', 0.09220612519689587
'queijos', 0.09220612519689587
'enchidos', 0.09220612519689587
'comida', 0.09220612519689587
'servida', 0.09220612519689587
'servico e competente', 0.092410575532421
'jantar', 0.12145861573270843
'excelentes', 0.12145861573270843
'divinal', 0.12145861573270843
'Setembro hospedado', 0.006582529095616807
'tendo em conta', 0.011693488099242321
'preco de casal', 0.013513456187575027
'colchoes sao horriveis', 0.0276336842189682
'hospedado neste hotel', 0.048611389841450324
'Setembro', 0.056633700500327636
'sao horriveis', 0.07691403940425419
'desejar', 0.08094430611635674
'hotel', 0.08616986129875513
'colchoes sao', 0.0869000394288187
'tendo', 0.10009829128349294
'estrelas', 0.10009829128349294
'fato a simpatia', 0.10780488808755193
'pessoa acorda', 0.10780488808755193
'acorda de manha', 0.10780488808755193
'manha sem vontade', 0.10780488808755193
'dores nas costas', 0.10780488808755193
'hospedado', 0.11546981218436317
'deixou', 0.11546981218436317
'conta', 0.11546981218436317
'bonitos jardins', 0.019206560774886847
'sobreiro e alfarrobeiras', 0.019206560774886847
'acolhedor com bonitos', 0.022716783510519714
'estando a piscina', 0.03477131783916738
'piscina ladeada', 0.0412412871112074
'apresenta algum desgaste', 0.06840067647678906
'reparado pois apresenta', 0.07967176439913397
'pois apresenta algum', 0.07967176439913397
'hotel', 0.12321544100697869
'jardins', 0.1264420900933379
'estando', 0.1264420900933379
'alfarrobeiras', 0.1264420900933379
'piscina', 0.1328786192708899
'algum desgaste', 0.1448530555722235
'acolhedor', 0.1490375587231914
'bonitos', 0.1490375587231914
'ladeada', 0.1490375587231914
'sobreiro', 0.1490375587231914
'hotel e acolhedor', 0.15633922328105598
'devia ser reparado', 0.1669244625198069
'Edificio historico', 0.012996700182511924
'especialmente no mobiliario', 0.012996700182511924
'historico com pormenores', 0.015426516647919226
'pormenores interessantes', 0.015426516647919226
'mobiliario exterior', 0.015426516647919226
'pavimento em volta', 0.015426516647919226
'volta da piscina', 0.015426516647919226
'sequer um LCD', 0.09952573524794758
'Edificio', 0.1040915280160357
'cuidado', 0.1040915280160357
'especialmente', 0.1040915280160357
'danificado', 0.1040915280160357
'jardim e agradavel', 0.1041464586545942
'historico', 0.12325645874245032
'pormenores', 0.12325645874245032
'interessantes', 0.12325645874245032
'mobiliario', 0.12325645874245032
'exterior', 0.12325645874245032
'pavimento', 0.12325645874245032
'volta', 0.12325645874245032
'feira de Setembro', 0.03392708912582699
'Dirigi-me ao hotel', 0.056516451119031294
'Setembro para almocar', 0.10175514515844845
'Setembro', 0.11382647339505769
'Dirigi-me', 0.1855603633287262
'almocar', 0.20646505824570413
'nao', 0.2672970171437869
'hotel', 0.2882792642411684
'feira', 0.2882792642411684
'podiam almocar', 0.3841269215088861
'simpatia', 0.4417451466924318
