Expressao, Frequencia
'Janela mais conhecida', 0.04940384002065631
'conhecida da cidade', 0.04940384002065631
'Janela', 0.15831692877998726
'cidade', 0.15831692877998726
'conhecida', 0.29736558256021506
'cheia de historia', 0.015380821171891606
'vista nesta cidade', 0.015380821171891606
'rua cheia', 0.02570861714399338
'excelente mostra', 0.02570861714399338
'mostra da arte', 0.02570861714399338
'historia', 0.09568045026443411
'cidade', 0.09568045026443411
'alem', 0.15831692877998726
'rua', 0.15831692877998726
'cheia', 0.15831692877998726
'janela', 0.15831692877998726
'excelente', 0.15831692877998726
'mostra', 0.15831692877998726
'arte', 0.15831692877998726
'vista', 0.15831692877998726
'bonita', 0.15831692877998726
'Enquanto percorre', 0.02541909697430123
'percorre as ruas', 0.02541909697430123
'acaba por passar', 0.02541909697430123
'Enquanto', 0.12363091320521931
'ruas', 0.12363091320521931
'acaba', 0.12363091320521931
'nao ha qualquer', 0.18075564686791562
'dificil encontra-la', 0.18075564686791562
'percorre', 0.2005079697193566
'passar', 0.2005079697193566
'qualquer indicacao', 0.2766850298235749
'entanto', 0.32883716426354986
'nao', 0.32883716426354986
'encontra-la', 0.32883716426354986
'qualquer', 0.46553351027698087
'indicacao', 0.46553351027698087
'dificil', 0.46553351027698087
