Expressão, Frequência
'Castelo bem conservado', 0.01552184797949213
'altiva e exuberante', 0.02541909697430123
'pena fechar', 0.02541909697430123
'torre de menagem', 0.04188746641162499
'menagem altiva', 0.04188746641162499
'Castelo', 0.12363091320521931
'conservado', 0.12363091320521931
'exuberante', 0.12363091320521931
'pena', 0.12363091320521931
'proibitivas', 0.12363091320521931
'tirar umas fotos', 0.18075564686791562
'torre', 0.2005079697193566
'menagem', 0.2005079697193566
'altiva', 0.2005079697193566
'fechar', 0.2005079697193566
'volta por fora', 0.2766850298235749
'fora e tirar', 0.2766850298235749
'Pode-se', 0.32883716426354986
'fotos', 0.32883716426354986
'volta', 0.46553351027698087
'Bonito', 0.04491197687864554
'podia ser melhor', 0.04940384002065631
'melhor', 0.15831692877998726
'podia', 0.29736558256021506
'central de Beja', 0.021253450127920993
'Beja', 0.07738906207460847
'bonito numa zona', 0.07795292891566707
'zona central', 0.07795292891566707
'Castelo bonito', 0.20880501598081064
'bonito', 0.2689158003805059
'zona', 0.2689158003805059
'central', 0.2689158003805059
'Nao se paga', 0.30640105278791635
'andar pelas muralhas', 0.30640105278791635
'Castelo', 0.3211725040730708
'Nao', 0.4181294699612383
'muralhas', 0.4181294699612383
'paga para entrar', 0.45907481570133474
'bonita e tranquila', 0.49859925403509353
'tranquila', 0.5114675636338959
'paga', 0.5609226195682644
'entrar', 0.5609226195682644
'andar', 0.5609226195682644
'Existe', 0.5619867153383554
'existirem pessoas dedicadas', 0.0025258761156662004
'vende qualquer tipo', 0.0042542192213185686
'apesar de existirem', 0.015380821171891606
'pessoas dedicadas', 0.015380821171891606
'nao se vende', 0.015380821171891606
'tipo de recordacoes', 0.015380821171891606
'existirem pessoas', 0.02570861714399338
'vende qualquer', 0.02570861714399338
'qualquer tipo', 0.02570861714399338
'entanto', 0.09568045026443411
'apesar', 0.09568045026443411
'dedicadas', 0.09568045026443411
'nao', 0.09568045026443411
'recordacoes', 0.09568045026443411
'existirem', 0.15831692877998726
'pessoas', 0.15831692877998726
'vende', 0.15831692877998726
'qualquer', 0.15831692877998726
'tipo', 0.15831692877998726
'Tambem nao', 0.04940384002065631
'nao e possivel', 0.09700399286574239
'possivel subir', 0.09700399286574239
'subir a torre', 0.09700399286574239
'Tambem', 0.15831692877998726
'desilusao', 0.15831692877998726
'nao', 0.29736558256021506
'possivel', 0.29736558256021506
'subir', 0.29736558256021506
'torre', 0.29736558256021506
'rever', 0.15831692877998726
'preservado', 0.15831692877998726
'torre bem alta', 0.015380821171891606
'alta', 0.09568045026443411
'central', 0.15831692877998726
'torre', 0.15831692877998726
'Serve de referencia', 0.015380821171891606
'Beja', 0.057012387690331526
'Serve', 0.09568045026443411
'referencia', 0.15831692877998726
'circula', 0.15831692877998726
'percorremos as ruas', 0.015380821171891606
