Avaliacoes
"Ja almocei e jantei varias vezes no Intimo e faco-o quase sempre quando vou a Beja. Hoje foi um almoco ja tardio, com a casa cheia - o que diz logo que este restaurante tem reputacao - e foi tudo excelente. A comida, o atendimento..."
"Mesmo sem reserva fomos muito bem recebidos pelo staff (Rute e Marcelo se nao estou em erro...). Um restaurante super tranquilo e a comida e 5 estrelas!! Quando voltar espero que haja piano!!"
"O jantar estava incrivel, de longe o melhor restaurante em Beja Vale bastante a pena considerando a qualidade da comida. Staff bastante simpatico e dedicado."
"Excelente a comida e o servico!!! Estava tudo muito bom!!! Recomendo os chocos fritos e a carne de porco com camarao tigre e migas!!!"
"Comida: muito boa, no geral, mas um dos pratos (peixe galo com arroz de lingueirao) um tanto sensaborao e fora do ponto. Servico: razoavel, sendo que retirar os talheres das entradas dos pratos sujos e coloca-los sobre a toalha de papel foi bastante desagradavel, ja..."
"Comida extremamente esmerada na confecao. Excelentes entradas, a destacar as vieiras e os biqueiroes. Uma carta bastante variada passando pelo peixe (atum delicioso, lulas divinais), a carne (picanha no ponto e de excelente qualidade, carne de porco faz justica ao Alentejo), sobremesas muito boas e..."
"Por fora, uma normal esplanada de um qualquer cafe, mas ao entrar descobrimos um ambiente acolhedor, requintado q.b. e, logo na porta, a simpatia de quem nos atendeu. So pela amabilidade de todos, ja seria de voltar e depois o jantar foi excelente! Comida otima,..."
"Restaurante em Beja com excelente comida e Doses muito bem servidas . Fomos muito bem atendidos! Recomendo vivamente"
"Comida muito boa, feita com muito cuidado. o atendimento e excelente. muita simpatia dos colaboradores. Restaurante com requinte."
"Num espaco despretensioso, encontramos um staff simpatico, sincero e atento. A comida e optima e servida em  doses generosas. Boas opcoes para bebidas. Sobremesas caseiras deliciosas. Uma excelente opcao em Beja."
"Todos os pratos muito bem servicos e deliciosos! Recomendo vivamente as migas de espargos com secretos de porco preto! Choco frito e risoto de camarao igualmente saborosos. Distanciamento entre mesas super confortavel! Recomendamos vivamente!"
"Vim a este restaurante com uns amigos que ja sao fas e clientes habituais. Uma surpresa fabulosa. Apesar de parecer ser caro as doses sao bem servidas e o servico e de 5 estrelas"
"A comida estava maravilhosa. Os diversos pratos que saboreei estavam maravilhosos. O servico de mesa impecavel. Um agradecimento a todos pela simpatia. Nesta semana em que estive em Beja, pude comprovar varias vezes a excelencia do servico prestado. Bem hajam. Abraco Francisco"
"Excelente  localizacao, facil de estacionar, comida muito bem confeccionada, apresentacao excelente, tudo o que vem da cozinha, e maravilhoso, e a simpatia das pessoas ajuda e muito a repetir sem qualquer duvida"
"Ontem, um jantar a 2 neste espaco Intimo. Tudo 5*, desde a Sangria, aos filetes peixe galo com Risoto, as trufas. Mas o camarao frito estava fora de escala. E pecam com o molho tradicional, que o picante sem ser exagerado, da aquela 6a estrela."
"A comida estava divinal. O trio de porco iberico e o peixe galo com risotto excepcionais. O servico de mesa impecavel. Um agradecimento a Rute pela simpatia!!!"
"Comida excelente e atendimento excepcional! Uma das coisas que prezo num bom restaurante e a simpatia e disponibilidade que o staff tem para com os seus clientes. Aconselho vivamente as lulas fritas com batata e o lombo de atum com ananas."
"Restaurante de qualidade, juntando a gastronomia alentejana com aposta na apresentacao e elaboracao/ inovacao. Boas opcoes, simpatia no atendimento. Varias solucoes bebidas e sugestoes. Pratos boa confeccao com dose avantajada, algumas para mais de um. Peixe rei, trilogia porco preto, filete corvina, maminha recomendamos Esplanada...."
"Que surpresa tao deliciosa! O atendimento excepcional, super,hiper,mega simpatico,  carinhoso e atencioso! O biqueirao com molho tartaro como entrada nota 10, o trio de porco preto iberico tambem nao desiludiu. So faltava mesmo a cereja, ups...a trufa no topo do bolo. Trufas caseiras e as..."
"Comida otima! O melhor atendimento. As sobremesas estavam otimas! Voltaremos a visitar este restaurante. O restaurante esta sempre aberto mesmo ao domingo."
"Ainda hoje, 13 de Julho, la almocei. Como nas outras vezes que la fui, tudo foi excelente. A comida, o servico, a norme gentileza dos que la trabalham. Espero que assim continue."
"Muito bom. Comida excelente e bem confecionada. Comi secretos com migas de espargos, acompanhada de um Quinta da Peceguina branco de 2018."
"Local discreto e simples, mas com atendimento simpatico e acolhedor,  refeicao estava optima.  Entrada de biqueirao excelente, filete px galo e mista de carne e maminha estavam muito bons. Perfeito. Recomendo."
"Con o meu namorado a primeira noite de julho. A cocinha portuguesa demostra a sua valia. Probamos as maminhas con migas, que estaban deliciosas e as lulas. Lugar agradavel e moi bon traro."
"Um restaurante muito acolhedor e agradavel. A comida tem uma qualidade muito boa. As doses sao bastantes generosas Recomendo. Boa relacao qualidade/preco"
"Liguei para fazer a reserva para duas pessoas, e fui bem atendida. Chegamos, tinhamos nossa mesa a nossa espera. A comida estava simplesmente maravilhosa. De entrada pedimos camarao ao alho e azeite. Aserio...pecam! Que delicia! A carne suculenta, saborosa e no ponto. Os legumes braseados..."
"Resolvi procurar o melhor restaurante de Beja em varias aplicacoes. Intimo era claramente indicado como um dos melhores, e em varias, era mesmo considerado o melhor! A chegada, o exterior do restaurante e uma desilusao. Esplanada igual a tantas tascas que se encontram espalhadas pelo..."
"Fomos ao Intimo em face das boas recomendacoes que vimos no TripAdvisor e estavam a altura. Comida excelente, atendimento personalizado e bastante simpatico. E pra repetir nas proximas visitas a Beja!"
"Comida otima e muito bem servido a nivel de quantidade. Experimentamos o Terra-Mar e adoramos. Voltaremos certamente. De reforcar a simpatia e disponibilidade da pessoa que nos serviu"
"A comida estava deliciosa, o espaco era muito acolhedor e bem decorado. E o atendimento super simpatico e profissional. Gostamos imenso."
"Sou de Lisboa e sempre que passo em Beja, faco questao de ter uma experiencia no RESTAURANTE INTIMO. Como sempre o servico simpatico e atencioso e a comida MAGNIFICA. Distinto de todos os outros nas redondesas e com uma carta de vinhos impar. Comemos o..."
"Visitamos o restaurante numa recente viagem a Beja. Atendimento simpatico pelo colaborador , onde acabamos por aceitar a sugestao do Borrego no forno que estava muito bem confecionado!"
"Apos uma longa viagem desde a Invicta, optamos por deixar o TripAdvisor ditar o nosso pitstop de almoco. Sem duvida justificada a posicao no top, dada a simpatia e a qualidade da comida com que fomos brindados. Com choco frito como entrada, seguimos para uma..."
"Pedi um lombinho com camarao, o prato veio com uma apresentacao linda, a principio assustei com a espessura do lombo, muito espesso, pensei que seria impossivel acertar o ponto da carne, mas... estava maravilhoso, muito tenro, incrivel, adorei."
"Take away com  Comida caseira, muito bem confeccionada de excelente qualidade. As doses muito bem servidas  e a um bom preco. Recomendo vivamente."
"O melhor esparregado. Carne divinal. Maravilhoso! Espaco tranquilo, intimo de facto. Vale a pena, sem duvida."
"Desde a 1o vez que frequentei o restaurante que ficamos clientes. Felizes que durante a pandemia pudermos usar o take away. Sempre fomos bem servidos e atendidos, sugerimos o mesmo amigos e conhecidos pela qualidade do servico. Vamos sempre ao jantar para podermos usufruiu com..."
"A fartura portuguesa com a sofisticacao francesa. Uma das experiencias gastronomicas mais inusitadas e saborosas que tivemos. O Chef conseguiu nos surpreendeu com pratos incriveis. Dignos de restaurantes estrelados. O atendimento foi excelente. Nao tenham receio da aparencia simples do local. O melhor custo x..."
"Vivemos em Beja... E nunca tinhamos visitado o Intimo... Hoje foi sem duvida a primeira de muita vezes que la iremos jantar!!! Tornedo fantastico e risotto de abobora e queijo de cabra simplesmente divinal. De entrada, manteiga de cabra e de ovelha cuidadosamente empratadas e..."
"E coisa para se dizer que com que se mantenha como e chega e sobra. Atendimento simpatico e agradavel, ambiente familiar sem (falsos) alaridos. Comida farta (mas farta mesmo) e de boa qualidade. Como amostra, pedi minha carne mal passada e veio mesmo mal passada..."
"Quando cheguei fiquei com  duvidas sobre a minha escolha. No entanto a duvida nao tinha razao de ser, atendimento muito simpatico e eficiente comida muito boa qualidade e em quantidade. Recomendo a quem passe por Beja"
"Muito bom, varios aspetos muito positivos: A atencao por parte da empregada de mesa, bem como por parte do chef, demonstra a dedicacao e gosto empenhados nos seus pratos. Que sao excelentes em todos os aspetos. Uma experiencia surpreendentemente agradavel e inesperada em Beja."
"Restaurante com boa comida, com doses generosas, e staff muito simpatico. Receitas de comida portuguesa com twist moderno e muito bem confeccionadas. Aconselho."
"Excelente atendimento, pratos muito bem servidos e de excelente qualidade e sabor. Um local a repetir."
"Somos uma familia de 6 que nao conhecia Beja e tivemos uma agradavel surpresa. Espaco pequeno e aimples mas com uma variedade enorme de pratos todos deliciosos e com opcoes vegetarianas e vegan. Extrema simpatia dos colaboradores. Sobremesas deliciosas. Iremos repetir."
"Uma surpresa muito agradavel desde a simpatia do staff, ate a qualidade da comida. Um restaurante pequenino em Beja que tem varias opcoes, desde massas, peixe, carne e opcoes vegetarianas e vegan, agradou a familia toda. Numa proxima visita a Beja voltaremos de certeza."
"Intimo discreto e exuberante qualidade. Parabens. Recomenda-se os lombos de salmao confit de pato e o chease Cake de frutos vermelhos."
"Fomos a este restaurante, na sequencia de uma viagem com passagem por Beja. A escolha foi feita  pelas boas avaliacoes aqui no site. Fomos surpreendidos pela falta de profissionalismo no atendimento da sra. Paula. Primeiro por termos decidido pedir apenas uma dose de risotto para..."
"obrigado pela sua visita e pelo seu comentario ,no entanto lamentamos que nao entenda que um restaurante vive das vendas e nao de caridade,nao e aceitavel que se sentem duas pessoas num restaurante ,que usem os dois tudo o que esta ao seu dispor e..."
"Desde a musica de fundo onde foi possivel, ouvir Miles Davis, Chet Baker, Jobin, aos perfumes do Tornedo com molhos de pimentas, ao sabor do peito de pato com figo da India, com molho de mel e laranja, a visita ao Intimo foi toda uma..."
"Excelente surpresa, ambiente acolhedor musica espetacular, comida diferente e divinal ! A repetir ... muitas vezes!"
"Simpatia de funcionarios,comida muito saborosa, o borrego estava divinal tal como tudo o resto, adoramos as migas e nas sobremesas, o parfait de manteiga de amendoim e Chocolate preto, estava qualquer coisa! Experimentamos tambem um coktail de nome 'surreal, top! A repetir um dia e..."
"Espectacular adorei, sim o melhor de beja, comida excelente, apresentacao dos pratos muito bom mesmo, sobre o atendimento muito cuidado, sim voltarei, quero experimentar outros sabores"
"Os pratos Do Chefe Neves, dignos de um restaurante de luxo e o atendimento do Marcelo 5 estrelas. Parabens!!! Coloca num chinelo muitos restaurantes de renome."
"Um almoco fora de horas, as 16h, muito bem servido! As carnes uma delicia, parabens ao cozinheiro. Restaurante a repetir, sem duvida!!!"
"Servico cheio de atencao, boas doses, optima comida. Partilhamos uma dose de choco frito por 2 pessoas e ficamos mais do que satisfeitos com a qualidade e quantidade da comida. Nao fica nada atras de um bom choco em Setubal. Boa relacao qualidade/preco. A repetir,..."
"Excelente relacao qualidade-preco. Comida excelente, otimas doses. Funcionario super simpatico e prestavel. Restaurante muito calmo e relaxante. A decoracao do espaco ca fora podia ser melhorada. Em geral, adorei!"
"Ultimo dia de ferias e de regresso a casa, paramos em Beja para almocar. Na busca surge este restaurante que acabou por ser uma boa surpresa. Comemos risoto de frango e estava delicioso e bem servido. O servico e o pessoal sao muito simpaticos. A..."
"Este restaurante e uma agradavel surpresa. A comida e muito boa alem da boa qualidade dos alimentos. Parabens ao Chef pela confeccao e pela panoplia de sabores incriveis. Gostamos muito. E seguramente um dos melhores restaurantes em Beja, depois de termos percorrido muitos, este sem..."
"Viemos a aventura ! Recomendamos!! Excelente cozinha!  Estava tudo delicioso!  Doses bem guarnecidas! Obrigada!"
"Convem fazer reserva, tudo muito bem confeccionado, vinho de qualidade! Para quem esta a fazer a nacional n2 pode fazer este pequeno desvio e passar em Beja, bom sitio para almocar. Vou repetir caso passe por ca novamente."
"Comemos choco frito com salada de tomate e cebola, estava muito bom. As trufas de chocolate Sao deliciosas  recomendamos. Um local a voltar."
"Excelente servico, excelente comida. Tudo excelente recomendo lasanha a bolonhesa e uma sangria de frutos vermelhos, entre muitos outros pratos fantasticos"
"Uma agradavel surpresa numa visita de passagem a Beja! Uma cozinha com um verdadeiro chef . Grande qualidade na comida. Uma limpeza fantastica. E funcionarios muito atenciosos. Para voltar um dia com mais calma para visitar a cidade."
"Estavamos de viagem e paramos em Beja para meter gasolina e almocar. Pesquisamos no TripAdvisor e seleccionamos este restaurante meio escondido e sem grande interesse no exterior apesar de uma vasta esplanada. Como estava calor decidimos comer no interior com decoracao simples mas simpatica e..."
"Fui hoje a este restaurante e so consigo apontar aspetos positivos. Desde um atendimento muito atencioso e cuidado, onde a empregada de mesa e uma rapariga muito simpatica. A comida estava otima e tem um ambiente muito agradavel ! Recomendo muito"
"Srs, Cozinha fantastica, muitos parabens a equipa, comida 5 estrelas. Perna de borrego, do melhor que ja comemos.. Uma delicia..."
"Excelente comida super simpatico e disponiveis. A n perder o choco frito e as batatas doces fritas com molho."
"Fui pela primeira vez jantar a este restaurante, arrastado por amigos. Comida muito boa, ambiente muito agradavel, um sitio espetacular. Para comer e repetir"
"Sento-me, 10min ate virem a mesa (sem trazer qualquer tipo de aperitivo ou bebidas). So la estava eu e outra mesa naquele momento. Peco um queijo fresco, umas azeitonas e a bebida... Mais 10 a 12 min.. O senhor que estava na mesa ao lado,..."
"Gostaria desde ja agradecer a sua visita ao nosso espaco, lamentamos porem que muito embora nos esforcassemos  nao fomos capaz de estar a altura da sua tao exigente visita ,resta no entanto esclarecer que quando entrou no restaurante este se encontrava cheio com todas as..."
"Mais uma vez voltamos e mais uma vez ficamos deslumbrados com a refeicao. As entradas de cogumelos com queijo e a de camarao frito muito saborosas. Provamos o BBQ Ribs da pagina dos especiais e ficamos maravilhados com a apresentacao bem como a qualidade dos..."
"Muito bom, comida saborosa, ambiente acolhedor, acesso facil com bastantes estacionamentos. A mousse de chocolate com flor de sal estava muito saborosa."
"Foi uma noite muito agradavel, desde o atendimento muito simpatico e prestavel tanto da parte dos empregados de mesa como o proprio chefe ter vindo a mesa cumprimentar e perguntar se estava tudo bem. A entrada de cogumelos com queijo de cabra era maravilhosa pela..."
"Excelente local para um almoco ou jantar em familia, ou com amigos, comida muito bem confeccionada e doses generosas! Recomendo vivamente! Iremos voltar concerteza."
"Restaurante muito bom, com optimos pratos, boa carta de vinhos, simpatia do staff e com estacionamento sem problemas. Algo inusitado na cidade, pois a carta tem qualidade e variedade, aqui nao encontra nada do banal porco preto e acordas sem graca, mas sim uma carta..."
"A comida confeccionada pelo chef Ze e simplesmente divinal, desde as entradas, ate aos pratos principais! Os risotos sao magnificos, tudo feito com mestria e amor pela cozinha. Todo o staff e muito atencioso, ha facilidade de estacionamento e as sugestoes dadas sao sempre maravilhosas...."
"Entradas optimas (camarao, cogumelos), pratos diferentes do habitual e com muita qualidade, risottos excelentes, atendimento muito atencioso"
"Espaco acolhedor em Beja que apresenta uma confeccao formidavel em todos os seus pratos. Recomendo vivamente os risotos do seu cardapio! Pessoal muito atencioso e precos ajustados a qualidade apresentada"
"Gostei muito das refeicoes. O staff e muito simpatico e sempre pronto a ajudar. Os pratos sao muito bons e com excelente apresentacao. Parabens, recomendo vivamente!"
"Curto e grosso, e assim. Eu tambem tenho um restaurante no concelho de Beja, por isso mesmo sei bem do que estou a falar. O Intimo, e um dos tres melhores restaurantes da cidade de Beja. A costeleta de novilho e divinal."
"Um restaurante unico em Beja, uma qualidade excepcional, desde as entradas, pratos principais ate as sobremesas tudo gira a volta dum paladar muito proprio dum chef de excelencia! Um staff jovem, atencioso e muito simpatico! Convida-nos a voltar sempre!!"
"Comida excelente, nunca tinha comido tao bem, doses generosas e ambiente muito agradavel e bom atendimento."
"Comecemos pelo melhor: a costeleta. Excepcional no tamanho, corte e confeccao. As batatas que acompanhavam tambem nao destoavam. O choco frito, por sua vez, ja era mais banal. O servico e muito atencioso. Ja o espaco peca por falta de algum carisma."
"Escolhemos este restaurante para almocar no domingo numa visita a Beja. Comecando pelo inicio, na minha opiniao a fachada do restaurante merece mais, quando chegamos ao local ficamos um pouco reticentes, mas ainda bem que nao julgamos o livro pela capa. Ja no interior o..."
"Se pretende deliciar-se com pratos diferentes da comida tipicamente alentejana, este e um local a nao perder. Destaca-se o sabor dos pratos que e o resultado de uma confecao a hora e muito cuidada."
"Local muito simpatico e acolhedor. Qualidade top da refeicao, quer das entradas quer da carne. Servico muito atencioso. A repetir."
"Voltei  a este restaurante e continua top e de excelencia, quer no servico  de mesa quer na qualidade dos produtos quer na qualidade do paladar da comida, na apresentacao dos pratos, na simpatia na educacao de todo o staff. Voltei e vou continuar a voltar..."
"Bom atendimento, entradas, pratos e sobremesas excelentes. Comida com muito sabor e muito bem confecionada. Vieiras, choco frito e robalo muitos bons. Acompanhamento de legumes muito bem confecionamos."
"Servico atento, descontraido e muito simpatico. Excelente comida e muito bem servida. Qualidade e frescura dos produtos muito acima do que se costuma ver em Beja. Aberto ao Fim de semana todo o dia, o que permite almocos saborosos e tardios."
"Foi uma otima escolha. Comida deliciosa e muito bem apresentada. O staff e super simpatico. Ambiente acolhedor. Saimos muito satisfeitos e com vontade de regressar."
"Adorei o restaurante intimo. Tem um ambiente calmo sossegado, ao jantar temos o acompanhamento de musica. E um staff jovem , simpatico e dinamico. A comida e excelente e com uma boa apresentacao. Recomendo muito."
"Recomendo o restaurante intimo devido a sua boa organizacao, higiene e excelente comida. O intimo e um restaurante familiar e acolhedor com um staff simpatico e amigavel. Recomendo o Risotto de camarao que eu adorei !"
"Recomendo muito o restaurante Intimo devido a sua simpatia e a forma como recebem os clientes sempre muito atenciosos e simpaticos da parte do staff. O cozinheiro e cinco estrelas e como tal a comida e excelente."
"Sem duvida um lugar que vale a pena visitar muitas vezes. Obrigado ao staff sempre muito atencioso, disposto a ajudar e aconselhar o cliente. Aconselho vivamente o risoto que e maravilhoso - muitos parabens ao chefe. Restaurante 5 estrelas."
"Entradas otimas, adoramos os cogumelos Portobello com queijo de cabra. Refeicoes com uma apresentacao espectacular. Comemos risotto e bife da vazia e ambos estavam muito saborosos. Para terminar, as sobremesas que, tal como as entradas e os pratos principais, estavam divinais."
"Clima muito familiar, atencao para com uma crianca, comida confeccionada e apresentada de forma muito profissional. A nossa escolha recaiu sobre os risottos (especialidade da casa) 5/5 Recomendo vivamente."
"Comida muito bem confeccionada, ambiente acolhedor, atendimento muito simpatico. Fiquei muito surpreendida pela positiva, para voltar muitas vezes."
"Tivemos um jantar de grupo agradavel. A comida esta muito boa e o staff muito simpatico. Musica ambiente sem telejornais ou futebol a incomudar. Aconselho a quem gosta de sossego."
"Tudo espetacular. Desde a entrada de cogumelos Portobello, a espetada de tamboril,lulas e camarao, os lombinhos de porco com molho de camarao estava tudo divinal e uma selecao de vinhos excepcional. Staff jovem e atencioso. Tem pratos saborosos e atrativos para as criancas tambem."
"Restaurante excelente a todos os niveis, comecando pelo staff jovem e dinamico sempre disposto a ajudar o cliente. Os pratos sao de uma qualidade imensa seja a nivel de empratamento como muito saborosos. Aconselho a ver os pratos especiais da carta. Arrisco-me a dizer que..."
"Restaurante de excelencia, decoracao simples, mas com muito bom gosto. Este restaurante tem um excelente staff Tem um excelente chefe de cozinha. Comi neste restaurante tres vezes e em todas elas foi o melhor que ja comi, rissoto de marisco,chocos a Setubalense e um botoque..."
"A minha primeira vez em Portugal e este foi o primeiro restaurante que visitei muito feliz com a equipe de servico foram muito simpaticos e comida tambem foi de qualidade superior definitivamente visitar novamente"
"Este e um lugar para relaxar e desfrutar de uma excelente refeicao. O material e jovem agradavel e util, ea comida e deliciosa."
"E um restaurante agradavel todos os pratos sao preparados com ingredientes frescos a equipe e jovem e muito acolhedor deve visitar um lugar!"
