sentiment,review
positive,As portas da cidade
positive,Quem entra em Beja pelo cemiterio depara-se com esta bela ermida. Facil visitar por fora mas nao tendo a visita do seu interior.
positive,A primeira mesquita
positive,Nos passamos por este predio no onibus enquanto iamos para o castelo. Aparentemente foi a primeira mesquita da regiao e um dos primeiros lugares de culto.
