sentiment,review
negative,Preso politico ???
positive,"Ficamos na duvida se era homenagem aos presos politicos ou aos ETs. Podia ser tambem uma baleia encalhada , mas ai estaria de pe , o que nao fazia muito sentido . Mas fixe"
positive,Interessante
positive,"Monumento no centro da cidade, facil de ver, mas dificil de relacionar com os pressos politicos. Nao deixa de ser um bom monumento a visionar."
positive,Obra interessante
positive,Situada no centrinho de Beja . Pude conhecer ja de noite indo para uma pizzaria da cidade. Vale a pena.
positive,Facil de esquecer
positive,"Esta estatua e grande, mas nao ficara na sua mente. Estrutura metalica simples preta. Dificil de obter a conexao com os presos politicos."
