Expressão, Frequência
'historico remodelado impecavelmente', 0.0019444707003327924
'tradicional historico remodelado', 0.0027080509450578723
'remodelado impecavelmente', 0.013784437454882689
'espaco e tradicional', 0.01911893411113409
'tradicional historico', 0.01911893411113409
'historico remodelado', 0.01911893411113409
'areas comuns requintados', 0.06310785107238454
'impecavelmente', 0.09927137196013912
'inesperados na decoracao', 0.1090934922889914
'espaco', 0.13696809108329627
'tradicional', 0.13696809108329627
'historico', 0.13696809108329627
'remodelado', 0.13696809108329627
'areas comuns', 0.1445099069107937
'comuns requintados', 0.1445099069107937
'requintados e inesperados', 0.1445099069107937
'Atendimento muito disponivel', 0.18970645222564492
'disponivel e atencioso', 0.18970645222564492
'Recantos', 0.2768162971845457
'decoracao', 0.2768162971845457
'assinalar', 0.15831692877998726
'excelentes areas', 0.015099935621315529
'areas', 0.10028582371075691
'Recomendo que facam', 0.11755105063023073
'refeicao no alojamento', 0.11755105063023073
'casa', 0.14832923246533666
'confortavel', 0.14832923246533666
'excelentes', 0.14832923246533666
'facam uma refeicao', 0.165573765898185
'reservamos um jantar', 0.165573765898185
'jantar e gostamos', 0.165573765898185
'Recomendo', 0.2790829227183407
'alojamento', 0.2790829227183407
'facam', 0.37689977775222827
'refeicao', 0.37689977775222827
'reservamos', 0.37689977775222827
'jantar', 0.37689977775222827
'gostamos', 0.37689977775222827
