0,1,2,3,4
34,junho,2012,tambem,0.20006577827497568
34,junho,2012,mes,0.2053567271675689
34,junho,2012,percorrer,0.2053567271675689
34,junho,2012,interminavel,0.2053567271675689
34,junho,2012,caminho,0.2053567271675689
34,junho,2012,cheguei,0.2053567271675689
56,junho,2012,Viajei com familia,0.10153118740673098
56,junho,2012,calor humano,0.1071659794043801
56,junho,2012,Viajei,0.12703245739840505
56,junho,2012,convencional para brasileiros,0.14809143731662783
56,junho,2012,surpreendeu pela atencao,0.14809143731662783
56,junho,2012,crianca,0.15499124402757783
56,junho,2012,albergaria surpreendeu,0.17318689334249976
56,junho,2012,familia,0.17977304740732636
56,junho,2012,calor,0.21006067582275487
56,junho,2012,humano,0.21006067582275487
56,junho,2012,jeito caseiro,0.25302786817317685
56,junho,2012,Nao,0.26712688796987394
56,junho,2012,cuidado e calor,0.31749686219484796
56,junho,2012,alimentacao da crianca,0.32964114584462956
56,junho,2012,crianca com jeito,0.32964114584462956
56,junho,2012,Acomodacoes e itens,0.33326780677360224
56,junho,2012,Apesar,0.33572181367488396
56,junho,2012,brasileiros,0.33572181367488396
56,junho,2012,atencao,0.33572181367488396
56,junho,2012,cuidado,0.33572181367488396
7,julho,2012,indicado nas placas,0.036378432021021534
7,julho,2012,seguirem pelo indicado,0.059260526860675365
7,julho,2012,Santa Vitoria,0.06561913814407665
7,julho,2012,Pessimo acesso,0.07242657742000712
7,julho,2012,Pessimo,0.14840353637699516
7,julho,2012,placas,0.14840353637699516
7,julho,2012,forem por Santa,0.1761804040525565
7,julho,2012,Vitoria,0.2130709607460978
7,julho,2012,acesso,0.22753915903640465
7,julho,2012,acesso se seguirem,0.23593022453834503
7,julho,2012,seguirem,0.2365273465835411
7,julho,2012,indicado,0.2365273465835411
7,julho,2012,Santa,0.28900426116012656
7,julho,2012,alcatrao embora estreito,0.3673019860549203
7,julho,2012,estreito se forem,0.3673019860549203
7,julho,2012,alcatrao,0.5182978603858105
7,julho,2012,estreito,0.5182978603858105
7,julho,2012,forem,0.5182978603858105
7,julho,2012,Acesso de alcatrao,0.5590225574900581
33,julho,2012,gentil e prestativa,0.02044268998626023
33,julho,2012,delicia para estadia,0.0232806242273973
33,julho,2012,comida era excelente,0.0232806242273973
33,julho,2012,pousada,0.04935809139829023
33,julho,2012,pousada Beja,0.06452573434825555
33,julho,2012,direccao sinais estavam,0.08235805698904576
33,julho,2012,Beja,0.12280567406255576
33,julho,2012,maravilhoso,0.1328157223507534
33,julho,2012,apresentada,0.1328157223507534
33,julho,2012,funcionarios,0.1328157223507534
33,julho,2012,prestativa,0.1328157223507534
33,julho,2012,pousada historica,0.136640651481767
33,julho,2012,delicia,0.15083423849434704
33,julho,2012,estadia,0.15083423849434704
33,julho,2012,comida,0.15083423849434704
33,julho,2012,excelente,0.15083423849434704
33,julho,2012,gentil,0.15083423849434704
33,julho,2012,suite era adoravel,0.17037012518446593
33,julho,2012,conservado O unico,0.17037012518446593
33,julho,2012,unico problema,0.17037012518446593
34,julho,2012,palavra que retomar,0.02814301283697583
34,julho,2012,hotel,0.04865438158546557
34,julho,2012,Rural,0.05550313593827949
34,julho,2012,hotel recebe cheia,0.06421271836636944
34,julho,2012,Vila Gale Clube,0.07046281600130808
34,julho,2012,nao sao,0.07862549374908429
34,julho,2012,nao,0.08082978658680248
34,julho,2012,nao sao moderna,0.08232622082168196
34,julho,2012,sao,0.08405516278006711
34,julho,2012,retomar o hotel,0.08532588065619875
34,julho,2012,hotel recebe,0.13512220905064887
34,julho,2012,precos nao sao,0.14221754839201686
34,julho,2012,nao sao agradaveis,0.14221754839201686
34,julho,2012,sao pequenos,0.1475478706048469
34,julho,2012,Vila Gale,0.15472933917118914
34,julho,2012,Gale Clube,0.15472933917118914
34,julho,2012,Clube de Campo,0.15472933917118914
34,julho,2012,sao moderna,0.1588819205981525
34,julho,2012,comuns sao,0.1588819205981525
34,julho,2012,palavra,0.16544686039184414
56,julho,2012,Voltamos a Evora,0.010163025338020324
56,julho,2012,ADC novamente,0.010163025338020324
56,julho,2012,hospedar na ADC,0.011642946255998435
56,julho,2012,Evora,0.0673460395816047
56,julho,2012,ADC,0.0673460395816047
56,julho,2012,cafe,0.10347864855484608
56,julho,2012,cafe da manha,0.11572107606852051
56,julho,2012,Voltamos,0.14938929541905852
56,julho,2012,novamente,0.14938929541905852
56,julho,2012,manha,0.1618516079611921
56,julho,2012,hospedar,0.17089272453511997
56,julho,2012,roupa de cama,0.18005344344596674
56,julho,2012,staff excelente,0.18773789892308043
56,julho,2012,Otimo,0.2096501373613588
56,julho,2012,Otimo cafe,0.21000114794284544
56,julho,2012,charmoso com staff,0.2107363265348854
56,julho,2012,maneira tao unica,0.22039544362636923
56,julho,2012,tao,0.2388483131639125
56,julho,2012,roupa,0.25727595447532486
56,julho,2012,cama,0.25727595447532486
2,agosto,2012,lindo do Alentejo,0.026233073037508336
2,agosto,2012,Castelo mais lindo,0.04940384002065631
2,agosto,2012,Alentejo,0.08596317751626563
2,agosto,2012,Castelo,0.15831692877998726
2,agosto,2012,lindo,0.29736558256021506
33,agosto,2012,Sao Francisco,0.003771708014014017
33,agosto,2012,encontrei a tranquilidade,0.026691772539703423
33,agosto,2012,quase perfeitos,0.0329110939686104
33,agosto,2012,Pousada,0.03373873518002251
33,agosto,2012,teriam sido perfeitos,0.0412213429994146
33,agosto,2012,Pousada de Sao,0.04318376475783772
33,agosto,2012,Beja,0.0446886429359402
33,agosto,2012,Francisco,0.06004784875185437
33,agosto,2012,Sao,0.062575691963254
33,agosto,2012,nao,0.07623904748939055
33,agosto,2012,tido acesso Internet,0.08498218877379829
33,agosto,2012,sido perfeitos,0.0851750655854578
33,agosto,2012,sossegados nao faltam,0.0930291821617791
33,agosto,2012,perfeitos,0.09612509508784273
33,agosto,2012,locais sossegados nao,0.09788239488572524
33,agosto,2012,localizado em Beja,0.10984425376934168
33,agosto,2012,Internet,0.11362872650388502
33,agosto,2012,voce,0.14825912303757136
33,agosto,2012,encontrei,0.15686452364264447
33,agosto,2012,acesso Internet,0.1616737285328248
34,agosto,2012,fica literalmente situado,0.003778314117994176
34,agosto,2012,Hotel fica literalmente,0.008628223702848723
34,agosto,2012,fica literalmente,0.023787671671220385
34,agosto,2012,literalmente situado,0.023787671671220385
34,agosto,2012,Hotel fica,0.05312883496536054
34,agosto,2012,Hotel,0.08274043069454351
34,agosto,2012,zona calma,0.10614638249018404
34,agosto,2012,piscina,0.10803683048394164
34,agosto,2012,Nao,0.12720948203178525
34,agosto,2012,zona,0.13749039977076832
34,agosto,2012,barragem,0.13964363157758788
34,agosto,2012,fica,0.1524302001913551
34,agosto,2012,literalmente,0.1524302001913551
34,agosto,2012,situado,0.1524302001913551
34,agosto,2012,vinhas,0.1524302001913551
34,agosto,2012,confortavel e funcional,0.16089906884583063
34,agosto,2012,trilhos pedestres,0.16149585943327227
34,agosto,2012,Nao sendo,0.17195333835219756
34,agosto,2012,Biciletas e Tenis,0.17920465472537853
34,agosto,2012,Verde e Serpa,0.2067970812652772
56,agosto,2012,Apos viajar durante,0.004424153054527673
56,agosto,2012,cafe da manha,0.021617205974483515
56,agosto,2012,Apos viajar,0.02689318538445475
56,agosto,2012,viajar durante,0.02689318538445475
56,agosto,2012,Albergaria do Calvario,0.026941201181812716
56,agosto,2012,manha,0.0477267884452768
56,agosto,2012,chegar em casa,0.052328246384566186
56,agosto,2012,chegar,0.053353048267983726
56,agosto,2012,cafe,0.054079946738343015
56,agosto,2012,chegar a Albergaria,0.093549773746103
56,agosto,2012,casa,0.1017637773548866
56,agosto,2012,Calvario,0.11098683279024724
56,agosto,2012,Albergaria,0.1151657521571134
56,agosto,2012,excelente,0.13135922114840842
56,agosto,2012,atendimento,0.13644303467393917
56,agosto,2012,sao,0.15515775202625445
56,agosto,2012,Apos,0.15729623811675345
56,agosto,2012,durante,0.15729623811675345
56,agosto,2012,viajar,0.16649401927929308
56,agosto,2012,satisfeitos.A Albergaria,0.16839901990359651
33,setembro,2012,Pousada,0.03868329519133217
33,setembro,2012,tao agradaveis,0.06803941263625612
33,setembro,2012,cidade,0.07257338550946725
33,setembro,2012,Beja,0.0743430437811372
33,setembro,2012,pareceram ferias alargadas,0.1017589992676045
33,setembro,2012,Excelente pousada,0.11227406047656932
33,setembro,2012,edificio,0.11483356035973465
33,setembro,2012,passei na Pousada,0.16558218050301596
33,setembro,2012,agradaveis,0.1665507910347588
33,setembro,2012,passei,0.1665507910347588
33,setembro,2012,piscina,0.1747524424231338
33,setembro,2012,cidade de Beja,0.18187871710353812
33,setembro,2012,ferias alargadas,0.19022467819432065
33,setembro,2012,tao,0.1912478586518425
33,setembro,2012,pareceram ferias,0.20170399193353591
33,setembro,2012,Excelente,0.21745175271105843
33,setembro,2012,hotel,0.2237807656258232
33,setembro,2012,bonita,0.24264185141487551
33,setembro,2012,pessoal,0.24264185141487551
33,setembro,2012,bonita unidade hoteleira,0.24311437399502472
34,setembro,2012,vale a pena,0.003409225547013189
34,setembro,2012,pena visitar,0.009067474528037444
34,setembro,2012,visitar a herdade,0.009067474528037444
34,setembro,2012,visitar a adega,0.01315883779161585
34,setembro,2012,pena conhecerFicamos,0.01315883779161585
34,setembro,2012,jorge lourinha,0.016597060853089235
34,setembro,2012,hotel e excelente,0.016597060853089235
34,setembro,2012,lourinha o hotel,0.019131278185302792
34,setembro,2012,acolhedor os empregados,0.019131278185302792
34,setembro,2012,empregados de mesa,0.019131278185302792
34,setembro,2012,criancas tambem,0.028108249871540057
34,setembro,2012,motos para visitar,0.03266466966597438
34,setembro,2012,vale,0.03572082658752217
34,setembro,2012,tres criancas,0.03616774325140792
34,setembro,2012,tambem o restaurante,0.03675184938894904
34,setembro,2012,tambem muito parque,0.03675184938894904
34,setembro,2012,mesa sao,0.03819264167290456
34,setembro,2012,criancas em Julho,0.04531931499777583
34,setembro,2012,pena,0.04739724215086237
34,setembro,2012,visitar,0.04739724215086237
35,setembro,2012,Ambiente confortavel,0.022988213374765323
35,setembro,2012,"paisagem linda,experiencias",0.0371056572732552
35,setembro,2012,Ambiente,0.149905405948569
35,setembro,2012,confortavel,0.149905405948569
35,setembro,2012,paisagem,0.149905405948569
35,setembro,2012,"linda,experiencias",0.2386710978348089
35,setembro,2012,acolhidos,0.3798215915560938
