Expressao, Frequencia
"qualidade", 0.05899937629682816
"relacao precos", 0.07796891081290885
"precos", 0.2005079697193566
"Staff simpatico", 0.2766850298235749
"relacao", 0.36073110501666333
"atento ao cumprimentos", 0.4456055016437946
"protecao no contexto", 0.4456055016437946
"Staff", 0.46553351027698087
"simpatico", 0.46553351027698087
"atento", 0.46553351027698087
"contexto", 0.46553351027698087
"cumprimentos", 0.6621399683957523
"normas", 0.6621399683957523
"protecao", 0.6621399683957523
"cumprimentos dos normas", 0.7807198046783035
"normas de protecao", 0.7807198046783035
"opcoes sao interessantes", 0.09233319993317983
"sai extremamente satisfeito", 0.09233319993317983
"Adorei", 0.12229125971027831
"sao interessantes", 0.16333823125531258
"extremamente satisfeito", 0.16333823125531258
"opcoes sao", 0.22756345427865793
"sai extremamente", 0.22756345427865793
"antedimento e excepcional", 0.2767170467037833
"interessantes", 0.3261013256329346
"provei", 0.3261013256329346
"satisfeito", 0.3261013256329346
"Perfeito", 0.3568200533666425
"simpatia das pessoas", 0.362910692993374
"excepcional", 0.4134948298564376
"opcoes", 0.43055564085338327
"sao", 0.43055564085338327
"pratos", 0.43055564085338327
"sai", 0.43055564085338327
"extremamente", 0.43055564085338327
"pessoas", 0.46351849497328923
"rapido atendimento", 0.01552184797949213
"Moderno", 0.05899937629682816
"limpo", 0.05899937629682816
"central", 0.05899937629682816
"gelado sao divinas", 0.11501181900411048
"rapido", 0.12363091320521931
"atendimento", 0.12363091320521931
"comida", 0.12363091320521931
"preco", 0.12363091320521931
"sao divinas", 0.18075564686791562
"sobremesa os crepes", 0.2766850298235749
"crepes com gelado", 0.2766850298235749
"gelado sao", 0.2766850298235749
"divinas", 0.32883716426354986
"sobremesa", 0.46553351027698087
"crepes", 0.46553351027698087
"gelado", 0.46553351027698087
"sao", 0.46553351027698087
"Funcionarios muito educados", 0.010159422250580143
"sugeriram como sobremesa", 0.015099935621315529
"quente muito saboroso", 0.015099935621315529
