sentiment,review
positive,Muito Bom Comer bom sushi no Alentejo? É possível aqui. Gostei bastante da experiência. Tive liberdade total para escolher as peças que queria e inclusive as entradas. O único ponto fraco foi a demora mas foi compensado pela extrema simpatia dos funcionários!
