sentiment,review
positive,"Foi uma recomendação de um amigo de longa data , visto que eu não conhecia o espaço . O restaurante está inserido no clube de ténis local e é possível beber um apenas um copo ou fazer uma refeição com vista vista para os courts . Fácil para estacionar.Tem um espaço muito amplo ,com uma excelente zona de esplanada e dois espaços interiores, recentes , com um look simples e moderno, com amplas janelas com vista para a esplanada e courts de ténis, também existe uma pequena esplanada lateral, tem ainda um bar completo e foram muito simpáticos ao fazerem-me um tour pelo espaço.A carta é variada e está bem composta com várias opções, em que se pode ir apenas para um...read more"
