sentiment,review
negative,"Péssimo atendimento, o homem que parecia o gerente não era nem um pouco simpático e nenhum dos funcionários estava devidamente fardado. O pior de tudo foi a refeição, o hambúrguer de vaca parecia palha de tão seco que estava, sem qualquer molho. No pagamento o valor é mostrado numa espécie de tablet e nem a fatura é emitida. Não recomendo e não voltarei"
