Avaliacoes
"Localizacao central com estacionamento perto mas nao na propria rua. Pequeno hotel com 2 pisos numa casa antiga totalmente renovada  Excelente limpeza. Mobilia moderna,  excelente colchao, chuveiros com agua quente e rapida. Excelente decoracao tematica sobre escritores e seus livros Excelente pequeno almoco com toda a seguranca e com macacao horaria Fenomenal atendimento por parte da Ana e da Leticia sempre disponiveis."
