Avaliacoes
"Para quem procura um alojamento moderno, esta antiga residencial nao servira. Tem os minimos exigiveis atendendo aos precos cobrados e as instalacoes que sao antigas. Tem quartos com WC privativo, mas que fica no corredor e nao dentro do quarto. O local, devido a ser antigo, deixa que se oica o ruido de portas a abrir e a fechar. Ficaria bem melhor com uma remodelacao. O melhor de tudo e a simpatia da pessoa que toma conta do local."
"Pessima experiencia e atendimento! Preco da reserva pelo Booking nao corresponde ao preco praticado pela Hospedaria no momento do check-in. Embora o proprietario tenha reconhecido que esta situacao ja aconteceu dezenas de vezes, nada tem sido feito para alterar na plataforma... simplesmente cobram no ato do check-in um preco inflacionado em 50% e pedem ao cliente que va reclamar com o Booking, ate porque o estabelecimento nao possui Livro de Reclamacoes (ou recusa-se a apresentar)."
"Excelente localizacao. Boa limpeza e funcionarios simpaticos. Wifi gratis. O pequeno e bom, para o nivel de uma albergaria. Sitio a voltar a proxima vez que passar por Beja. Varios restaurantes nas redondezas e faceis de encontrar."
"Hospedaria limpa e com funcionarios simpaticos. Quarto confortavel e com amenities no no WC do quarto, tem secador e WIFI gratis. O pequeno-almoco e continental e excelente para um dia de visita a cidade. Localizacao perfeita e junto a hospedaria encontra lugar para estacionar o carro facilmente."
"A Hospedaria e muito antiga e esta pouco cuidada e desleixada. A limpeza deixa muito a desejar principalmente nos WC. Tem materiais com ferrugem e marcas de bolor. Alguns aspectos poderiam ser melhorados com poucos recursos."
