Expressao, Frequencia
"experiencia unica", 0.0934346755383478
"unica", 0.2200560909321288
"Atendimento excelente", 0.32441639786848336
"Jorge", 0.36348788044697095
"experiencia", 0.38831292435681075
"Atendimento", 0.4949246952252326
"excelente", 0.4949246952252326
"anfitriao muito cordial", 0.5286731219590494
"anfitriao", 0.5880798524606783
"cordial", 0.5880798524606783
"colchao duro", 0.015380821171891606
"gosto achei", 0.02570861714399338
"achei o colchao", 0.02570861714399338
"duro", 0.09568045026443411
"gosto", 0.15831692877998726
"achei", 0.15831692877998726
"colchao", 0.15831692877998726
"excelente pequeno almoco", 0.008321268142839145
"Limpeza impecavel,simpatia", 0.02570861714399338
"excelente pequeno", 0.04940384002065631
"pequeno almoco", 0.04940384002065631
"Limpeza", 0.15831692877998726
"impecavel,simpatia", 0.15831692877998726
"excelente", 0.15831692877998726
"almoco", 0.15831692877998726
"pequeno", 0.29736558256021506
"Ambiente e decoracao", 0.050888965170882816
"Ambiente", 0.2200560909321288
"decoracao", 0.2200560909321288
"Localizacao", 0.26303348124903125
"Pequeno", 0.4949246952252326
"Pequeno almoco", 0.5162806230574593
"almoco", 0.68796622281612
"encontramos facilmente estacionamento", 0.004767394954697177
"praca da republica", 0.0243232841157239
"facilmente estacionamento", 0.0243232841157239
"alojamento fica", 0.03585884949500361
"encontramos facilmente", 0.03585884949500361
"republica", 0.12762544885024293
"estacionamento", 0.12762544885024293
"super limpa", 0.17523027550857964
"alojamento", 0.18605780169822753
"fica", 0.18605780169822753
"praca", 0.18605780169822753
"encontramos", 0.18605780169822753
"facilmente", 0.18605780169822753
"casa esta super", 0.24355831154277052
"funciona na perfeicao", 0.29556773978679457
"nao se ouve", 0.29556773978679457
"limpa", 0.33691300306840244
"cheirosa", 0.33691300306840244
"gira", 0.33691300306840244
"Pequeno almoco tambem", 0.38438475131874705
"preciso pagar fortunas", 0.021523424429816966
"prova viva", 0.07339053248545702
"preciso pagar", 0.07339053248545702
"pagar fortunas", 0.07339053248545702
"fortunas para ficar", 0.07339053248545702
"ficar hospedado", 0.07339053248545702
"fantastico", 0.16608299810920873
"zona de Beja", 0.19749689445094976
"Beja mas quica", 0.19749689445094976
"nao", 0.24417091204506633
"prova", 0.26148160326674785
"viva", 0.26148160326674785
"preciso", 0.26148160326674785
"pagar", 0.26148160326674785
"fortunas", 0.26148160326674785
"ficar", 0.26148160326674785
"hospedado", 0.26148160326674785
"nao e preciso", 0.2802840821941083
"Excelente trabalho feito", 0.29115238207276045
"quica no pais", 0.29115238207276045
"nao gostasse", 0.035552851931764155
"Nao houve", 0.05913243875864445
"gostasse", 0.11984314898676356
"Nao", 0.14323823713631006
"houve", 0.19488865479360015
"Simplesmente", 0.10909815511827554
"Enquanto arqueologa", 0.1278244235492756
"mundo romano", 0.1278244235492756
"prazer estar envolvida", 0.1685853064821579
"envolvida no mundo", 0.1685853064821579
"simpatico e impecavel", 0.22010868773592726
"excelente pequeno almoco", 0.23008711479454155
"sr.Jorge e extremamente", 0.2859226927845332
"extremamente simpatico", 0.2859226927845332
"pequeno almoco", 0.29106528397220843
"Enquanto", 0.2983957947604909
"romano", 0.2983957947604909
"limpo", 0.32705176562700716
"higienizado", 0.32705176562700716
"excelente pequeno", 0.3751920553197244
"arqueologa", 0.3798215915560938
"prazer", 0.3798215915560938
"envolvida", 0.3798215915560938
"mundo", 0.3798215915560938
"impecavel", 0.3825795769824884
"banho privativas ficarem", 0.0011833741524534124
"privativas ficarem fora", 0.0011833741524534124
"unica particularidade", 0.011080034995900276
"particularidade menos positiva", 0.011080034995900276
"positiva refere-se", 0.011080034995900276
"banho privativas", 0.011080034995900276
"privativas ficarem", 0.011080034995900276
"ficarem fora", 0.011080034995900276
"acesso obriga", 0.011080034995900276
"obriga a atravessar", 0.011080034995900276
"atravessar a sala", 0.011080034995900276
"questao nao colocou", 0.01606898167733683
"nao colocou desconforto", 0.025767319347920335
"hospedes teria sido", 0.030187869143894187
"refere-se a questao", 0.04222921201754189
"casas de banho", 0.042229212017541894
"relativamente a cozinha", 0.04304303246542616
"questao nao", 0.04960298446304643
"cozinha", 0.07144424858248506
"colocou desconforto", 0.07824788672355416
"facto sui generis", 0.005131712298290129
"proposta tematica", 0.02110897096518378
"facto sui", 0.029060656751961476
"sui generis", 0.029060656751961476
"Imperio Romano", 0.042419642147280785
"tematica", 0.12301632412587621
"facto", 0.16804756547663685
"sui", 0.16804756547663685
"generis", 0.16804756547663685
"proposta", 0.16804756547663685
"Romano", 0.18175616038580936
"espaco", 0.18683901791565363
"evidente o cuidado", 0.2047993218653727
"cuidado em promover", 0.2047993218653727
"promover uma estadia", 0.2047993218653727
"estadia inspirada", 0.2047993218653727
"inspirada pelos motivos", 0.2047993218653727
"motivos que identificamos", 0.2047993218653727
"Imperio", 0.2238902981790964
"evidente", 0.4122938910599564
"Eunice sao", 0.01392135860110573
"antenciosos e prestaveis", 0.023135695989080236
"sao muito antenciosos", 0.03179527100663145
"Jorge", 0.07821550432394037
"Eunice", 0.07821550432394037
"prestaveis", 0.12881452396980123
"Sentimos-nos em casa", 0.13009693253831342
"sao", 0.17554339728717455
"antenciosos", 0.17554339728717455
"historico de Beja", 0.23519310048133052
"alojamento", 0.2789156419090465
"conceito que criaram", 0.2852805119900395
"Beja", 0.3167450149092414
"Sentimos-nos", 0.33929360983109974
"casa", 0.33929360983109974
"experiencia e unica", 0.3679364830527651
"criaram", 0.4279772880508071
"Estamos no centro", 0.4438863652242106
"melhor localizado", 0.4438863652242106
"alojamento diferente", 0.4650328342553682
"unico em Portugal", 0.012683495353217934
"imenso pela cultura", 0.02652829574523706
"verdadeira homenagem", 0.03902792128203004
"homenagem a historia", 0.03902792128203004
"historia romana", 0.03902792128203004
"romana que nao", 0.03902792128203004
"nao so mostra", 0.03902792128203004
"mostra uma cuidadosa", 0.03902792128203004
"cuidadosa atencao", 0.03902792128203004
"atencao ao detalhe", 0.03902792128203004
"detalhe mas tambem", 0.03902792128203004
"tambem um gosto", 0.03902792128203004
"gosto imenso", 0.03902792128203004
"Portugal", 0.06462359605320994
"Jorge e Eunice", 0.09173076110814352
"previligiada em Beja", 0.09655495683330753
"alojamento e unico", 0.12947062088430794
"cultura", 0.13334118934442268
"alojamento", 0.14657922587029676
"muitissimo bem decorado", 0.18830483747556637
"pequeno almoco", 0.04940384002065631
"Limpeza", 0.15831692877998726
"almoco", 0.15831692877998726
"pequeno", 0.29736558256021506
"ruas circundantes estavam", 0.0042542192213185686
"ajudar de imediato", 0.015380821171891606
"ruas circundantes", 0.02570861714399338
"circundantes estavam", 0.02570861714399338
"dificil chegar", 0.02570861714399338
"dono do espaco", 0.02570861714399338
"espaco prontificou", 0.02570861714399338
"Infelizmente", 0.09568045026443411
"carro", 0.09568045026443411
"imediato", 0.09568045026443411
"altura", 0.15831692877998726
"ruas", 0.15831692877998726
"circundantes", 0.15831692877998726
"estavam", 0.15831692877998726
"dificil", 0.15831692877998726
"chegar", 0.15831692877998726
"dono", 0.15831692877998726
"espaco", 0.15831692877998726
"prontificou", 0.15831692877998726
"ajudar", 0.15831692877998726
"hospitalidade excepcional", 0.015380821171891606
"resolucao de problemas", 0.015380821171891606
"rapida proposta", 0.02570861714399338
"proposta de resolucao", 0.02570861714399338
"excepcional", 0.09568045026443411
"problemas", 0.09568045026443411
"hospitalidade", 0.15831692877998726
"rapida", 0.15831692877998726
"proposta", 0.15831692877998726
"resolucao", 0.15831692877998726
"anfitriao fantastico", 0.1539412127363319
"cidade de Beja", 0.1928330981199027
"Jorge", 0.23727018095818292
"peculiar pela decoracao", 0.26176225393615005
"Beja", 0.28639761847540784
"fantastico", 0.3171947781126727
"guestuouse e super", 0.359016783205622
"super familiar", 0.359016783205622
"torna este sitio", 0.359016783205622
"decoracao", 0.4036310100959565
"unico", 0.4036310100959565
"anfitriao", 0.4205766817284309
"Voltarei", 0.4533838267348932
"vier a bela", 0.467597141943779
"bela cidade", 0.467597141943779
"guestuouse", 0.5139785153975659
"super", 0.5139785153975659
"familiar", 0.5139785153975659
"peculiar", 0.5139785153975659
"torna", 0.5139785153975659
"Excelente", 0.04491197687864554
"Donos super simpaticos", 0.02297976975716566
"afaveis e prestaveis", 0.050888965170882816
"Donos super", 0.0934346755383478
"super simpaticos", 0.0934346755383478
"Donos", 0.2200560909321288
"simpaticos", 0.2200560909321288
"afaveis", 0.2200560909321288
"prestaveis", 0.2200560909321288
"Parabens", 0.26303348124903125
"super", 0.38831292435681075
"Amam", 0.4949246952252326
"soberbo", 0.4949246952252326
"almoco soberbo", 0.5162806230574593
"trabalho.Pequeno", 0.68796622281612
"almoco", 0.68796622281612
"trabalho.Pequeno almoco soberbo", 0.7455031627189532
"trabalho.Pequeno almoco", 0.8986050855370177
"Simpatia dos funcionarios", 0.04188746641162499
"pequeno almoco", 0.04188746641162499
"decoracao da casa", 0.04188746641162499
"localizacao", 0.05899937629682816
"etc", 0.05899937629682816
"voltaremos", 0.17881754828257995
"Simpatia", 0.2005079697193566
"funcionarios", 0.2005079697193566
"pequeno", 0.2005079697193566
"almoco", 0.2005079697193566
"decoracao", 0.2005079697193566
"casa", 0.2005079697193566
"localizacao", 0.2200560909321288
"almoco", 0.4949246952252326
"pequeno almoco", 0.5162806230574593
"simpatico", 0.5880798524606783
"pequeno", 0.68796622281612
"Localizacao excelente", 0.1257252471031745
"Localizacao", 0.2001893284472115
"excelente", 0.27894538022744364
"Entramos", 0.36876601428941436
"almoco completo", 0.39342104970356995
"pequeno almoco completo", 0.41856517358686984
"completo", 0.46503867970527013
"romana", 0.5587920966135013
"pequeno almoco", 0.583818194773067
"Higiene excelente", 0.5839619938687783
"pequeno", 0.6071362291580173
"almoco", 0.6071362291580173
"unica", 0.6081665633751162
"Cama", 0.6392173788410346
"confortavel", 0.6392173788410346
"Higiene", 0.6608313793204256
"Cama confortavel", 0.6908996753449489
"espaco", 0.6924557649737312
"sentindo", 0.6924557649737312
"perfeito", 0.7339928500088261
"pessoa excepcional", 0.1495930091794576
"Simpatico", 0.17881754828257995
"disponivel", 0.17881754828257995
"amavel", 0.17881754828257995
"anfitriao", 0.36073110501666333
"pessoa", 0.36073110501666333
"excepcional", 0.36073110501666333
"Simpatia estrema", 0.02570861714399338
"Simpatia", 0.15831692877998726
"estrema", 0.15831692877998726
"ruas sentido unico", 0.005401660759706154
"Sendo no centro", 0.02541909697430123
"centro historico", 0.02541909697430123
"ruas sentido", 0.02541909697430123
"espaco para estacionar", 0.02541909697430123
"sentido unico", 0.04188746641162499
"Sendo", 0.12363091320521931
"historico", 0.12363091320521931
"ruas", 0.12363091320521931
"estacionar", 0.12363091320521931
"estando de mota", 0.18075564686791562
"centro", 0.2005079697193566
"sentido", 0.2005079697193566
"unico", 0.2005079697193566
"espaco", 0.2005079697193566
"mota", 0.32883716426354986
"ficou", 0.32883716426354986
"facilitado", 0.32883716426354986
"estando", 0.46553351027698087
"super simpaticos", 0.01911893411113409
"Gostamos da recepcao", 0.03107735477427921
"recepcao dos anfitrioes", 0.03107735477427921
"decoracao criativa", 0.03107735477427921
"Gostamos", 0.13696809108329627
"anfitrioes", 0.13696809108329627
"super", 0.13696809108329627
"simpaticos", 0.13696809108329627
"criativa", 0.13696809108329627
"gosto", 0.13696809108329627
"Pequeno almoco", 0.21339268578732606
"recepcao", 0.2200560909321288
"decoracao", 0.2200560909321288
"repetir sem duvida", 0.35487136790899465
"Pequeno", 0.3553358554145339
"duvida", 0.44538603402402266
"almoco", 0.4949246952252326
"repetir", 0.5880798524606783
"pequeno almoco excelente", 0.0015043378032723917
"funcionario extramente simpatico", 0.0025258761156662004
"funcionario extramente", 0.015380821171891606
"altamente profissional", 0.015380821171891606
"pequeno almoco", 0.015380821171891606
"almoco excelente", 0.015380821171891606
"cama confortavel", 0.015380821171891606
"extramente simpatico", 0.02570861714399338
"simpatico e altamente", 0.02570861714399338
"funcionario", 0.09568045026443411
"profissional", 0.09568045026443411
"pequeno", 0.09568045026443411
"excelente", 0.09568045026443411
"cama", 0.09568045026443411
"impecavel", 0.09568045026443411
"extramente", 0.15831692877998726
"simpatico", 0.15831692877998726
"altamente", 0.15831692877998726
"almoco", 0.15831692877998726
"confortavel", 0.15831692877998726
"Somente a cama", 0.04940384002065631
"cama poderia", 0.09700399286574239
"Somente", 0.15831692877998726
"cama", 0.29736558256021506
"poderia", 0.29736558256021506
"melhor", 0.29736558256021506
"propria muito interessante", 0.02034643494517978
"simpatia unica", 0.02034643494517978
"decoracao propria", 0.030120061121783785
"pequeno almoco", 0.030120061121783785
"almoco com produtos", 0.030120061121783785
"produtos de qualidade", 0.030120061121783785
"realmente primoroso", 0.03955778203438442
"maravilhoso", 0.06912288085775106
"interessante", 0.11661560528786064
"primoroso", 0.11661560528786064
"unica", 0.11661560528786064
"atencao", 0.11661560528786064
"atendimento e realmente", 0.12586620707794066
"limpeza realmente", 0.1576659236646678
"realmente", 0.1631535894223403
"decoracao", 0.17099523246144074
"propria", 0.17099523246144074
"atendimento", 0.17099523246144074
"simpatia", 0.17099523246144074
"pequeno", 0.17099523246144074
"estacionamento e complicado", 0.09700399286574239
"estacionamento", 0.29736558256021506
"complicado", 0.29736558256021506
"bela casa antiga", 0.007015980315752467
"inspirada nos Romanos", 0.007346245096607393
"centro de Beja", 0.010067319929807635
"bela cidade", 0.02168083895097039
"casa antiga", 0.03776192632334269
"bela casa", 0.054839482323966536
"Beja", 0.05983861121562959
"Romanos", 0.05983861121562959
"marcou esta bela", 0.06940209417462173
"bela", 0.08706141127823798
"ajudou noutras escolhas", 0.10849089694913237
"noutras escolhas locais", 0.11757826207820964
"antiga", 0.12187233622811038
"decorada", 0.12187233622811038
"inspirada", 0.12187233622811038
"cidade", 0.12187233622811038
"casa", 0.14928675408184755
"interior e confortavel", 0.15374509792673677
"centro", 0.16656434632039416
"povo", 0.16656434632039416
"pequeno almoco delicioso", 0.016559150827736194
"almoco delicioso", 0.04940384002065631
"pequeno almoco", 0.09700399286574239
"sossegado.", 0.15831692877998726
"delicioso", 0.15831692877998726
"pequeno", 0.29736558256021506
"almoco", 0.29736558256021506
